clip_id,manual_label_id,manual_label,notes,source_majority_label,source_agreement_rate,source_mean_confidence
third_quarter_0140_10s,2,Engage,,Engage,0.16666666666666666,0.7568614333868027
third_quarter_0141_10s,2,Engage,,,None,None
third_quarter_0143_10s,2,Engage,,Disengage,0.13333333333333333,0.6385830193758011
third_quarter_0147_10s,2,Engage,,Disengage,0.3333333333333333,0.8188566863536835
third_quarter_0149_10s,0,Highly Disengage,Delete,Engage,0.16666666666666666,0.6203677877783775
third_quarter_0150_10s,2,Engage,,Engage,0.5,0.7368540465831757
third_quarter_0151_10s,2,Engage,,Engage,0.16666666666666666,0.7074877768754959
third_quarter_0152_10s,3,Highly Engage,,Highly Disengage,0.13333333333333333,0.6816915919383367
third_quarter_0153_10s,0,Highly Disengage,Delete,Highly Disengage,0.3333333333333333,0.6580604165792465
third_quarter_0154_10s,2,Engage,,Engage,1,0.7946492284536362
third_quarter_0156_10s,3,Highly Engage,,,None,None
third_quarter_0157_10s,0,Highly Disengage,Delete,Engage,0.16666666666666666,0.6156488582491875
third_quarter_0158_10s,2,Engage,,Engage,0.5,0.9114392548799515
third_quarter_0160_10s,1,Disengage,,Disengage,0.3333333333333333,0.707466147840023
third_quarter_0161_10s,0,Highly Disengage,,Engage,0.16666666666666666,0.6601175740361214
third_quarter_0162_10s,2,Engage,,Engage,0.5,0.8887853622436523
third_quarter_0166_10s,0,Highly Disengage,Delete,Engage,0.3333333333333333,0.7280865833163261
third_quarter_0167_10s,0,Highly Disengage,Delete,Engage,0.5,0.7776988595724106
third_quarter_0168_10s,2,Engage,,Engage,0.5,0.7160637080669403
third_quarter_0169_10s,2,Engage,,Engage,0.16666666666666666,0.6271601468324661
third_quarter_0170_10s,2,Engage,,,None,None
third_quarter_0171_10s,2,Engage,,Engage,0.16666666666666666,0.6462037265300751
third_quarter_0172_10s,0,Highly Disengage,Delete,Disengage,0.16666666666666666,0.5668407678604126
third_quarter_0174_10s,2,Engage,,Engage,0.16666666666666666,0.6845564171671867
third_quarter_0178_10s,2,Engage,,Engage,0.5,0.8016102612018585
third_quarter_0180_10s,0,Highly Disengage,Delete,Disengage,0.16666666666666666,0.6118661984801292
third_quarter_0181_10s,3,Highly Engage,,Engage,0.16666666666666666,0.7309784144163132
third_quarter_0183_10s,2,Engage,,Engage,0.16666666666666666,0.6402046233415604
third_quarter_0184_10s,2,Engage,,Engage,0.5,0.6568585336208344
third_quarter_0188_10s,2,Engage,,Engage,0.5,0.8881075233221054
third_quarter_0189_10s,2,Engage,,Engage,0.5,0.7247257009148598
third_quarter_0190_10s,2,Engage,,Engage,0.16666666666666666,0.7309559732675552
third_quarter_0191_10s,2,Engage,,Engage,0.16666666666666666,0.6500893458724022
third_quarter_0193_10s,1,Disengage,,Disengage,0.13333333333333333,0.6481820493936539
third_quarter_0194_10s,2,Engage,,Engage,0.16666666666666666,0.626110628247261
third_quarter_0196_10s,2,Engage,,Highly Engage,0.16666666666666666,0.7502524927258492
third_quarter_0208_10s,2,Engage,,Engage,0.5,0.6250915229320526
third_quarter_0212_10s,2,Engage,,Engage,0.5,0.5527105629444122
third_quarter_0213_10s,2,Engage,,Engage,0.5,0.8253302574157715
third_quarter_0214_10s,2,Engage,,Disengage,0.3333333333333333,0.8128090500831604
third_quarter_0215_10s,3,Highly Engage,,,None,None
third_quarter_0216_10s,3,Highly Engage,,,None,None
third_quarter_0220_10s,2,Engage,,Engage,0.5,0.8798639923334122
third_quarter_0221_10s,0,Highly Disengage,Delete,Highly Disengage,0.3333333333333333,0.668776124715805
third_quarter_0228_10s,1,Disengage,,,None,None
third_quarter_0232_10s,2,Engage,,Engage,0.5,0.7841168940067291
third_quarter_0234_10s,2,Engage,,Disengage,0.16666666666666666,0.697932168841362
third_quarter_0235_10s,2,Engage,,Engage,0.16666666666666666,0.742138184607029
third_quarter_0236_10s,2,Engage,,Engage,0.16666666666666666,0.5453434213995934
third_quarter_0245_10s,0,Highly Disengage,Delete,Highly Disengage,0,0.5929484143853188
third_quarter_0246_10s,0,Highly Disengage,Delete,Disengage,0.3333333333333333,0.7715725600719452
third_quarter_0247_10s,0,Highly Disengage,Delete,Engage,0.16666666666666666,0.7699949890375137
third_quarter_0248_10s,0,Highly Disengage,Delete,Engage,0.16666666666666666,0.5564796924591064
third_quarter_0249_10s,0,Highly Disengage,Delete,Disengage,0.3333333333333333,0.7670349180698395
third_quarter_0253_10s,0,Highly Disengage,Delete,Engage,0.5,0.7399012297391891
third_quarter_0257_10s,0,Highly Disengage,Delete,Engage,0.16666666666666666,0.6771722659468651
third_quarter_0260_10s,1,Disengage,,Disengage,0.5,0.8764820545911789
third_quarter_0264_10s,2,Engage,,Engage,0.5,0.7885583490133286
third_quarter_0265_10s,3,Highly Engage,,,None,None
third_quarter_0266_10s,2,Engage,,Engage,0.5,0.8566712290048599
