clip_id,clip_path,openface_csv,is_accepted,reject_reason
fourth_quarter_0042_10s,data\private\clips\fourth_quarter_0042_10s.mp4,data\private\features\openface\fourth_quarter_0042_10s.csv,0,too_few_success_frames
fourth_quarter_0043_10s,data\private\clips\fourth_quarter_0043_10s.mp4,data\private\features\openface\fourth_quarter_0043_10s.csv,0,too_few_success_frames
fourth_quarter_0044_10s,data\private\clips\fourth_quarter_0044_10s.mp4,data\private\features\openface\fourth_quarter_0044_10s.csv,0,too_few_success_frames
fourth_quarter_0045_10s,data\private\clips\fourth_quarter_0045_10s.mp4,data\private\features\openface\fourth_quarter_0045_10s.csv,0,too_few_success_frames
fourth_quarter_0047_10s,data\private\clips\fourth_quarter_0047_10s.mp4,data\private\features\openface\fourth_quarter_0047_10s.csv,1,
fourth_quarter_0048_10s,data\private\clips\fourth_quarter_0048_10s.mp4,data\private\features\openface\fourth_quarter_0048_10s.csv,1,
fourth_quarter_0049_10s,data\private\clips\fourth_quarter_0049_10s.mp4,data\private\features\openface\fourth_quarter_0049_10s.csv,0,too_few_success_frames
fourth_quarter_0050_10s,data\private\clips\fourth_quarter_0050_10s.mp4,data\private\features\openface\fourth_quarter_0050_10s.csv,1,
fourth_quarter_0051_10s,data\private\clips\fourth_quarter_0051_10s.mp4,data\private\features\openface\fourth_quarter_0051_10s.csv,1,
fourth_quarter_0052_10s,data\private\clips\fourth_quarter_0052_10s.mp4,data\private\features\openface\fourth_quarter_0052_10s.csv,1,
fourth_quarter_0053_10s,data\private\clips\fourth_quarter_0053_10s.mp4,data\private\features\openface\fourth_quarter_0053_10s.csv,1,
fourth_quarter_0056_10s,data\private\clips\fourth_quarter_0056_10s.mp4,data\private\features\openface\fourth_quarter_0056_10s.csv,0,too_few_success_frames
fourth_quarter_0057_10s,data\private\clips\fourth_quarter_0057_10s.mp4,data\private\features\openface\fourth_quarter_0057_10s.csv,0,too_few_success_frames
fourth_quarter_0059_10s,data\private\clips\fourth_quarter_0059_10s.mp4,data\private\features\openface\fourth_quarter_0059_10s.csv,0,too_few_success_frames
fourth_quarter_0060_10s,data\private\clips\fourth_quarter_0060_10s.mp4,data\private\features\openface\fourth_quarter_0060_10s.csv,0,too_few_success_frames
fourth_quarter_0061_10s,data\private\clips\fourth_quarter_0061_10s.mp4,data\private\features\openface\fourth_quarter_0061_10s.csv,0,too_few_success_frames
fourth_quarter_0063_10s,data\private\clips\fourth_quarter_0063_10s.mp4,data\private\features\openface\fourth_quarter_0063_10s.csv,0,too_few_success_frames
fourth_quarter_0065_10s,data\private\clips\fourth_quarter_0065_10s.mp4,data\private\features\openface\fourth_quarter_0065_10s.csv,1,
fourth_quarter_0066_10s,data\private\clips\fourth_quarter_0066_10s.mp4,data\private\features\openface\fourth_quarter_0066_10s.csv,1,
fourth_quarter_0067_10s,data\private\clips\fourth_quarter_0067_10s.mp4,data\private\features\openface\fourth_quarter_0067_10s.csv,1,
fourth_quarter_0068_10s,data\private\clips\fourth_quarter_0068_10s.mp4,data\private\features\openface\fourth_quarter_0068_10s.csv,1,
fourth_quarter_0069_10s,data\private\clips\fourth_quarter_0069_10s.mp4,data\private\features\openface\fourth_quarter_0069_10s.csv,1,
fourth_quarter_0070_10s,data\private\clips\fourth_quarter_0070_10s.mp4,data\private\features\openface\fourth_quarter_0070_10s.csv,1,
fourth_quarter_0071_10s,data\private\clips\fourth_quarter_0071_10s.mp4,data\private\features\openface\fourth_quarter_0071_10s.csv,1,
fourth_quarter_0072_10s,data\private\clips\fourth_quarter_0072_10s.mp4,data\private\features\openface\fourth_quarter_0072_10s.csv,1,
fourth_quarter_0073_10s,data\private\clips\fourth_quarter_0073_10s.mp4,data\private\features\openface\fourth_quarter_0073_10s.csv,1,
fourth_quarter_0074_10s,data\private\clips\fourth_quarter_0074_10s.mp4,data\private\features\openface\fourth_quarter_0074_10s.csv,1,
fourth_quarter_0075_10s,data\private\clips\fourth_quarter_0075_10s.mp4,data\private\features\openface\fourth_quarter_0075_10s.csv,1,
fourth_quarter_0076_10s,data\private\clips\fourth_quarter_0076_10s.mp4,data\private\features\openface\fourth_quarter_0076_10s.csv,1,
fourth_quarter_0077_10s,data\private\clips\fourth_quarter_0077_10s.mp4,data\private\features\openface\fourth_quarter_0077_10s.csv,1,
fourth_quarter_0078_10s,data\private\clips\fourth_quarter_0078_10s.mp4,data\private\features\openface\fourth_quarter_0078_10s.csv,1,
fourth_quarter_0080_10s,data\private\clips\fourth_quarter_0080_10s.mp4,data\private\features\openface\fourth_quarter_0080_10s.csv,1,
fourth_quarter_0081_10s,data\private\clips\fourth_quarter_0081_10s.mp4,data\private\features\openface\fourth_quarter_0081_10s.csv,1,
fourth_quarter_0082_10s,data\private\clips\fourth_quarter_0082_10s.mp4,data\private\features\openface\fourth_quarter_0082_10s.csv,1,
fourth_quarter_0083_10s,data\private\clips\fourth_quarter_0083_10s.mp4,data\private\features\openface\fourth_quarter_0083_10s.csv,1,
fourth_quarter_0084_10s,data\private\clips\fourth_quarter_0084_10s.mp4,data\private\features\openface\fourth_quarter_0084_10s.csv,1,
fourth_quarter_0085_10s,data\private\clips\fourth_quarter_0085_10s.mp4,data\private\features\openface\fourth_quarter_0085_10s.csv,1,
fourth_quarter_0086_10s,data\private\clips\fourth_quarter_0086_10s.mp4,data\private\features\openface\fourth_quarter_0086_10s.csv,1,
fourth_quarter_0087_10s,data\private\clips\fourth_quarter_0087_10s.mp4,data\private\features\openface\fourth_quarter_0087_10s.csv,1,
fourth_quarter_0088_10s,data\private\clips\fourth_quarter_0088_10s.mp4,data\private\features\openface\fourth_quarter_0088_10s.csv,1,
fourth_quarter_0089_10s,data\private\clips\fourth_quarter_0089_10s.mp4,data\private\features\openface\fourth_quarter_0089_10s.csv,1,
fourth_quarter_0090_10s,data\private\clips\fourth_quarter_0090_10s.mp4,data\private\features\openface\fourth_quarter_0090_10s.csv,1,
fourth_quarter_0091_10s,data\private\clips\fourth_quarter_0091_10s.mp4,data\private\features\openface\fourth_quarter_0091_10s.csv,1,
fourth_quarter_0092_10s,data\private\clips\fourth_quarter_0092_10s.mp4,data\private\features\openface\fourth_quarter_0092_10s.csv,1,
fourth_quarter_0093_10s,data\private\clips\fourth_quarter_0093_10s.mp4,data\private\features\openface\fourth_quarter_0093_10s.csv,1,
fourth_quarter_0094_10s,data\private\clips\fourth_quarter_0094_10s.mp4,data\private\features\openface\fourth_quarter_0094_10s.csv,1,
fourth_quarter_0095_10s,data\private\clips\fourth_quarter_0095_10s.mp4,data\private\features\openface\fourth_quarter_0095_10s.csv,1,
fourth_quarter_0096_10s,data\private\clips\fourth_quarter_0096_10s.mp4,data\private\features\openface\fourth_quarter_0096_10s.csv,1,
fourth_quarter_0097_10s,data\private\clips\fourth_quarter_0097_10s.mp4,data\private\features\openface\fourth_quarter_0097_10s.csv,1,
fourth_quarter_0098_10s,data\private\clips\fourth_quarter_0098_10s.mp4,data\private\features\openface\fourth_quarter_0098_10s.csv,1,
fourth_quarter_0099_10s,data\private\clips\fourth_quarter_0099_10s.mp4,data\private\features\openface\fourth_quarter_0099_10s.csv,0,too_few_success_frames
fourth_quarter_0100_10s,data\private\clips\fourth_quarter_0100_10s.mp4,data\private\features\openface\fourth_quarter_0100_10s.csv,0,too_few_success_frames
fourth_quarter_0101_10s,data\private\clips\fourth_quarter_0101_10s.mp4,data\private\features\openface\fourth_quarter_0101_10s.csv,1,
fourth_quarter_0103_10s,data\private\clips\fourth_quarter_0103_10s.mp4,data\private\features\openface\fourth_quarter_0103_10s.csv,1,
fourth_quarter_0104_10s,data\private\clips\fourth_quarter_0104_10s.mp4,data\private\features\openface\fourth_quarter_0104_10s.csv,1,
fourth_quarter_0105_10s,data\private\clips\fourth_quarter_0105_10s.mp4,data\private\features\openface\fourth_quarter_0105_10s.csv,1,
fourth_quarter_0106_10s,data\private\clips\fourth_quarter_0106_10s.mp4,data\private\features\openface\fourth_quarter_0106_10s.csv,1,
fourth_quarter_0107_10s,data\private\clips\fourth_quarter_0107_10s.mp4,data\private\features\openface\fourth_quarter_0107_10s.csv,1,
fourth_quarter_0108_10s,data\private\clips\fourth_quarter_0108_10s.mp4,data\private\features\openface\fourth_quarter_0108_10s.csv,0,too_few_success_frames
fourth_quarter_0109_10s,data\private\clips\fourth_quarter_0109_10s.mp4,data\private\features\openface\fourth_quarter_0109_10s.csv,1,
fourth_quarter_0110_10s,data\private\clips\fourth_quarter_0110_10s.mp4,data\private\features\openface\fourth_quarter_0110_10s.csv,1,
fourth_quarter_0111_10s,data\private\clips\fourth_quarter_0111_10s.mp4,data\private\features\openface\fourth_quarter_0111_10s.csv,1,
fourth_quarter_0112_10s,data\private\clips\fourth_quarter_0112_10s.mp4,data\private\features\openface\fourth_quarter_0112_10s.csv,1,
fourth_quarter_0113_10s,data\private\clips\fourth_quarter_0113_10s.mp4,data\private\features\openface\fourth_quarter_0113_10s.csv,1,
fourth_quarter_0114_10s,data\private\clips\fourth_quarter_0114_10s.mp4,data\private\features\openface\fourth_quarter_0114_10s.csv,1,
fourth_quarter_0115_10s,data\private\clips\fourth_quarter_0115_10s.mp4,data\private\features\openface\fourth_quarter_0115_10s.csv,1,
fourth_quarter_0116_10s,data\private\clips\fourth_quarter_0116_10s.mp4,data\private\features\openface\fourth_quarter_0116_10s.csv,0,too_few_success_frames
fourth_quarter_0117_10s,data\private\clips\fourth_quarter_0117_10s.mp4,data\private\features\openface\fourth_quarter_0117_10s.csv,0,too_few_success_frames
fourth_quarter_0118_10s,data\private\clips\fourth_quarter_0118_10s.mp4,data\private\features\openface\fourth_quarter_0118_10s.csv,0,low_success_ratio
fourth_quarter_0119_10s,data\private\clips\fourth_quarter_0119_10s.mp4,data\private\features\openface\fourth_quarter_0119_10s.csv,1,
fourth_quarter_0120_10s,data\private\clips\fourth_quarter_0120_10s.mp4,data\private\features\openface\fourth_quarter_0120_10s.csv,1,
fourth_quarter_0121_10s,data\private\clips\fourth_quarter_0121_10s.mp4,data\private\features\openface\fourth_quarter_0121_10s.csv,1,
fourth_quarter_0122_10s,data\private\clips\fourth_quarter_0122_10s.mp4,data\private\features\openface\fourth_quarter_0122_10s.csv,1,
fourth_quarter_0123_10s,data\private\clips\fourth_quarter_0123_10s.mp4,data\private\features\openface\fourth_quarter_0123_10s.csv,1,
fourth_quarter_0124_10s,data\private\clips\fourth_quarter_0124_10s.mp4,data\private\features\openface\fourth_quarter_0124_10s.csv,1,
fourth_quarter_0125_10s,data\private\clips\fourth_quarter_0125_10s.mp4,data\private\features\openface\fourth_quarter_0125_10s.csv,1,
fourth_quarter_0126_10s,data\private\clips\fourth_quarter_0126_10s.mp4,data\private\features\openface\fourth_quarter_0126_10s.csv,1,
fourth_quarter_0127_10s,data\private\clips\fourth_quarter_0127_10s.mp4,data\private\features\openface\fourth_quarter_0127_10s.csv,1,
fourth_quarter_0128_10s,data\private\clips\fourth_quarter_0128_10s.mp4,data\private\features\openface\fourth_quarter_0128_10s.csv,1,
fourth_quarter_0129_10s,data\private\clips\fourth_quarter_0129_10s.mp4,data\private\features\openface\fourth_quarter_0129_10s.csv,1,
fourth_quarter_0130_10s,data\private\clips\fourth_quarter_0130_10s.mp4,data\private\features\openface\fourth_quarter_0130_10s.csv,1,
fourth_quarter_0131_10s,data\private\clips\fourth_quarter_0131_10s.mp4,data\private\features\openface\fourth_quarter_0131_10s.csv,0,too_few_success_frames
fourth_quarter_0133_10s,data\private\clips\fourth_quarter_0133_10s.mp4,data\private\features\openface\fourth_quarter_0133_10s.csv,1,
fourth_quarter_0134_10s,data\private\clips\fourth_quarter_0134_10s.mp4,data\private\features\openface\fourth_quarter_0134_10s.csv,0,too_few_success_frames
fourth_quarter_0135_10s,data\private\clips\fourth_quarter_0135_10s.mp4,data\private\features\openface\fourth_quarter_0135_10s.csv,0,too_few_success_frames
fourth_quarter_0136_10s,data\private\clips\fourth_quarter_0136_10s.mp4,data\private\features\openface\fourth_quarter_0136_10s.csv,1,
fourth_quarter_0137_10s,data\private\clips\fourth_quarter_0137_10s.mp4,data\private\features\openface\fourth_quarter_0137_10s.csv,1,
fourth_quarter_0138_10s,data\private\clips\fourth_quarter_0138_10s.mp4,data\private\features\openface\fourth_quarter_0138_10s.csv,1,
fourth_quarter_0139_10s,data\private\clips\fourth_quarter_0139_10s.mp4,data\private\features\openface\fourth_quarter_0139_10s.csv,1,
fourth_quarter_0140_10s,data\private\clips\fourth_quarter_0140_10s.mp4,data\private\features\openface\fourth_quarter_0140_10s.csv,0,too_few_success_frames
fourth_quarter_0141_10s,data\private\clips\fourth_quarter_0141_10s.mp4,data\private\features\openface\fourth_quarter_0141_10s.csv,0,too_few_success_frames
fourth_quarter_0144_10s,data\private\clips\fourth_quarter_0144_10s.mp4,data\private\features\openface\fourth_quarter_0144_10s.csv,0,too_few_success_frames
fourth_quarter_0145_10s,data\private\clips\fourth_quarter_0145_10s.mp4,data\private\features\openface\fourth_quarter_0145_10s.csv,0,too_few_success_frames
fourth_quarter_0149_10s,data\private\clips\fourth_quarter_0149_10s.mp4,data\private\features\openface\fourth_quarter_0149_10s.csv,0,too_few_success_frames
fourth_quarter_0150_10s,data\private\clips\fourth_quarter_0150_10s.mp4,data\private\features\openface\fourth_quarter_0150_10s.csv,0,too_few_success_frames
fourth_quarter_0151_10s,data\private\clips\fourth_quarter_0151_10s.mp4,data\private\features\openface\fourth_quarter_0151_10s.csv,0,too_few_success_frames
fourth_quarter_0152_10s,data\private\clips\fourth_quarter_0152_10s.mp4,data\private\features\openface\fourth_quarter_0152_10s.csv,1,
fourth_quarter_0153_10s,data\private\clips\fourth_quarter_0153_10s.mp4,data\private\features\openface\fourth_quarter_0153_10s.csv,1,
fourth_quarter_0154_10s,data\private\clips\fourth_quarter_0154_10s.mp4,data\private\features\openface\fourth_quarter_0154_10s.csv,1,
fourth_quarter_0155_10s,data\private\clips\fourth_quarter_0155_10s.mp4,data\private\features\openface\fourth_quarter_0155_10s.csv,0,low_success_ratio
fourth_quarter_0156_10s,data\private\clips\fourth_quarter_0156_10s.mp4,data\private\features\openface\fourth_quarter_0156_10s.csv,0,too_few_success_frames
fourth_quarter_0158_10s,data\private\clips\fourth_quarter_0158_10s.mp4,data\private\features\openface\fourth_quarter_0158_10s.csv,1,
fourth_quarter_0159_10s,data\private\clips\fourth_quarter_0159_10s.mp4,data\private\features\openface\fourth_quarter_0159_10s.csv,0,too_few_success_frames
fourth_quarter_0160_10s,data\private\clips\fourth_quarter_0160_10s.mp4,data\private\features\openface\fourth_quarter_0160_10s.csv,1,
fourth_quarter_0161_10s,data\private\clips\fourth_quarter_0161_10s.mp4,data\private\features\openface\fourth_quarter_0161_10s.csv,0,too_few_success_frames
fourth_quarter_0162_10s,data\private\clips\fourth_quarter_0162_10s.mp4,data\private\features\openface\fourth_quarter_0162_10s.csv,0,too_few_success_frames
fourth_quarter_0163_10s,data\private\clips\fourth_quarter_0163_10s.mp4,data\private\features\openface\fourth_quarter_0163_10s.csv,1,
fourth_quarter_0164_10s,data\private\clips\fourth_quarter_0164_10s.mp4,data\private\features\openface\fourth_quarter_0164_10s.csv,0,too_few_success_frames
fourth_quarter_0165_10s,data\private\clips\fourth_quarter_0165_10s.mp4,data\private\features\openface\fourth_quarter_0165_10s.csv,1,
fourth_quarter_0166_10s,data\private\clips\fourth_quarter_0166_10s.mp4,data\private\features\openface\fourth_quarter_0166_10s.csv,1,
fourth_quarter_0167_10s,data\private\clips\fourth_quarter_0167_10s.mp4,data\private\features\openface\fourth_quarter_0167_10s.csv,1,
fourth_quarter_0168_10s,data\private\clips\fourth_quarter_0168_10s.mp4,data\private\features\openface\fourth_quarter_0168_10s.csv,1,
fourth_quarter_0169_10s,data\private\clips\fourth_quarter_0169_10s.mp4,data\private\features\openface\fourth_quarter_0169_10s.csv,1,
fourth_quarter_0170_10s,data\private\clips\fourth_quarter_0170_10s.mp4,data\private\features\openface\fourth_quarter_0170_10s.csv,0,too_few_success_frames
fourth_quarter_0171_10s,data\private\clips\fourth_quarter_0171_10s.mp4,data\private\features\openface\fourth_quarter_0171_10s.csv,0,too_few_success_frames
fourth_quarter_0172_10s,data\private\clips\fourth_quarter_0172_10s.mp4,data\private\features\openface\fourth_quarter_0172_10s.csv,0,too_few_success_frames
fourth_quarter_0176_10s,data\private\clips\fourth_quarter_0176_10s.mp4,data\private\features\openface\fourth_quarter_0176_10s.csv,0,too_few_success_frames
fourth_quarter_0180_10s,data\private\clips\fourth_quarter_0180_10s.mp4,data\private\features\openface\fourth_quarter_0180_10s.csv,0,too_few_success_frames
fourth_quarter_0181_10s,data\private\clips\fourth_quarter_0181_10s.mp4,data\private\features\openface\fourth_quarter_0181_10s.csv,0,too_few_success_frames
fourth_quarter_0182_10s,data\private\clips\fourth_quarter_0182_10s.mp4,data\private\features\openface\fourth_quarter_0182_10s.csv,1,
fourth_quarter_0183_10s,data\private\clips\fourth_quarter_0183_10s.mp4,data\private\features\openface\fourth_quarter_0183_10s.csv,1,
fourth_quarter_0184_10s,data\private\clips\fourth_quarter_0184_10s.mp4,data\private\features\openface\fourth_quarter_0184_10s.csv,1,
fourth_quarter_0185_10s,data\private\clips\fourth_quarter_0185_10s.mp4,data\private\features\openface\fourth_quarter_0185_10s.csv,1,
fourth_quarter_0186_10s,data\private\clips\fourth_quarter_0186_10s.mp4,data\private\features\openface\fourth_quarter_0186_10s.csv,1,
fourth_quarter_0188_10s,data\private\clips\fourth_quarter_0188_10s.mp4,data\private\features\openface\fourth_quarter_0188_10s.csv,1,
fourth_quarter_0192_10s,data\private\clips\fourth_quarter_0192_10s.mp4,data\private\features\openface\fourth_quarter_0192_10s.csv,0,low_success_ratio
fourth_quarter_0193_10s,data\private\clips\fourth_quarter_0193_10s.mp4,data\private\features\openface\fourth_quarter_0193_10s.csv,1,
fourth_quarter_0194_10s,data\private\clips\fourth_quarter_0194_10s.mp4,data\private\features\openface\fourth_quarter_0194_10s.csv,1,
fourth_quarter_0195_10s,data\private\clips\fourth_quarter_0195_10s.mp4,data\private\features\openface\fourth_quarter_0195_10s.csv,1,
fourth_quarter_0196_10s,data\private\clips\fourth_quarter_0196_10s.mp4,data\private\features\openface\fourth_quarter_0196_10s.csv,1,
fourth_quarter_0197_10s,data\private\clips\fourth_quarter_0197_10s.mp4,data\private\features\openface\fourth_quarter_0197_10s.csv,1,
fourth_quarter_0198_10s,data\private\clips\fourth_quarter_0198_10s.mp4,data\private\features\openface\fourth_quarter_0198_10s.csv,0,too_few_success_frames
fourth_quarter_0199_10s,data\private\clips\fourth_quarter_0199_10s.mp4,data\private\features\openface\fourth_quarter_0199_10s.csv,0,too_few_success_frames
fourth_quarter_0200_10s,data\private\clips\fourth_quarter_0200_10s.mp4,data\private\features\openface\fourth_quarter_0200_10s.csv,0,too_few_success_frames
fourth_quarter_0201_10s,data\private\clips\fourth_quarter_0201_10s.mp4,data\private\features\openface\fourth_quarter_0201_10s.csv,0,too_few_success_frames
fourth_quarter_0202_10s,data\private\clips\fourth_quarter_0202_10s.mp4,data\private\features\openface\fourth_quarter_0202_10s.csv,0,too_few_success_frames
fourth_quarter_0203_10s,data\private\clips\fourth_quarter_0203_10s.mp4,data\private\features\openface\fourth_quarter_0203_10s.csv,0,too_few_success_frames
fourth_quarter_0206_10s,data\private\clips\fourth_quarter_0206_10s.mp4,data\private\features\openface\fourth_quarter_0206_10s.csv,0,too_few_success_frames
fourth_quarter_0207_10s,data\private\clips\fourth_quarter_0207_10s.mp4,data\private\features\openface\fourth_quarter_0207_10s.csv,0,too_few_success_frames
fourth_quarter_0208_10s,data\private\clips\fourth_quarter_0208_10s.mp4,data\private\features\openface\fourth_quarter_0208_10s.csv,0,too_few_success_frames
fourth_quarter_0209_10s,data\private\clips\fourth_quarter_0209_10s.mp4,data\private\features\openface\fourth_quarter_0209_10s.csv,0,too_few_success_frames
fourth_quarter_0211_10s,data\private\clips\fourth_quarter_0211_10s.mp4,data\private\features\openface\fourth_quarter_0211_10s.csv,1,
fourth_quarter_0212_10s,data\private\clips\fourth_quarter_0212_10s.mp4,data\private\features\openface\fourth_quarter_0212_10s.csv,0,too_few_success_frames
fourth_quarter_0213_10s,data\private\clips\fourth_quarter_0213_10s.mp4,data\private\features\openface\fourth_quarter_0213_10s.csv,0,too_few_success_frames
fourth_quarter_0214_10s,data\private\clips\fourth_quarter_0214_10s.mp4,data\private\features\openface\fourth_quarter_0214_10s.csv,0,too_few_success_frames
fourth_quarter_0215_10s,data\private\clips\fourth_quarter_0215_10s.mp4,data\private\features\openface\fourth_quarter_0215_10s.csv,0,too_few_success_frames
fourth_quarter_0216_10s,data\private\clips\fourth_quarter_0216_10s.mp4,data\private\features\openface\fourth_quarter_0216_10s.csv,1,
fourth_quarter_0217_10s,data\private\clips\fourth_quarter_0217_10s.mp4,data\private\features\openface\fourth_quarter_0217_10s.csv,0,too_few_success_frames
fourth_quarter_0218_10s,data\private\clips\fourth_quarter_0218_10s.mp4,data\private\features\openface\fourth_quarter_0218_10s.csv,0,too_few_success_frames
fourth_quarter_0220_10s,data\private\clips\fourth_quarter_0220_10s.mp4,data\private\features\openface\fourth_quarter_0220_10s.csv,0,too_few_success_frames
fourth_quarter_0221_10s,data\private\clips\fourth_quarter_0221_10s.mp4,data\private\features\openface\fourth_quarter_0221_10s.csv,0,too_few_success_frames
fourth_quarter_0222_10s,data\private\clips\fourth_quarter_0222_10s.mp4,data\private\features\openface\fourth_quarter_0222_10s.csv,0,too_few_success_frames
fourth_quarter_0226_10s,data\private\clips\fourth_quarter_0226_10s.mp4,data\private\features\openface\fourth_quarter_0226_10s.csv,0,low_success_ratio
fourth_quarter_0227_10s,data\private\clips\fourth_quarter_0227_10s.mp4,data\private\features\openface\fourth_quarter_0227_10s.csv,0,low_success_ratio
fourth_quarter_0228_10s,data\private\clips\fourth_quarter_0228_10s.mp4,data\private\features\openface\fourth_quarter_0228_10s.csv,0,too_few_success_frames
fourth_quarter_0230_10s,data\private\clips\fourth_quarter_0230_10s.mp4,data\private\features\openface\fourth_quarter_0230_10s.csv,0,too_few_success_frames
fourth_quarter_0231_10s,data\private\clips\fourth_quarter_0231_10s.mp4,data\private\features\openface\fourth_quarter_0231_10s.csv,0,too_few_success_frames
fourth_quarter_0232_10s,data\private\clips\fourth_quarter_0232_10s.mp4,data\private\features\openface\fourth_quarter_0232_10s.csv,0,too_few_success_frames
fourth_quarter_0233_10s,data\private\clips\fourth_quarter_0233_10s.mp4,data\private\features\openface\fourth_quarter_0233_10s.csv,0,too_few_success_frames
fourth_quarter_0235_10s,data\private\clips\fourth_quarter_0235_10s.mp4,data\private\features\openface\fourth_quarter_0235_10s.csv,0,low_success_ratio
fourth_quarter_0236_10s,data\private\clips\fourth_quarter_0236_10s.mp4,data\private\features\openface\fourth_quarter_0236_10s.csv,0,too_few_success_frames
fourth_quarter_0237_10s,data\private\clips\fourth_quarter_0237_10s.mp4,data\private\features\openface\fourth_quarter_0237_10s.csv,1,
fourth_quarter_0241_10s,data\private\clips\fourth_quarter_0241_10s.mp4,data\private\features\openface\fourth_quarter_0241_10s.csv,1,
fourth_quarter_0242_10s,data\private\clips\fourth_quarter_0242_10s.mp4,data\private\features\openface\fourth_quarter_0242_10s.csv,0,low_success_ratio
fourth_quarter_0244_10s,data\private\clips\fourth_quarter_0244_10s.mp4,data\private\features\openface\fourth_quarter_0244_10s.csv,1,
fourth_quarter_0245_10s,data\private\clips\fourth_quarter_0245_10s.mp4,data\private\features\openface\fourth_quarter_0245_10s.csv,1,
fourth_quarter_0246_10s,data\private\clips\fourth_quarter_0246_10s.mp4,data\private\features\openface\fourth_quarter_0246_10s.csv,0,too_few_success_frames
fourth_quarter_0248_10s,data\private\clips\fourth_quarter_0248_10s.mp4,data\private\features\openface\fourth_quarter_0248_10s.csv,0,low_success_ratio
fourth_quarter_0249_10s,data\private\clips\fourth_quarter_0249_10s.mp4,data\private\features\openface\fourth_quarter_0249_10s.csv,1,
fourth_quarter_0250_10s,data\private\clips\fourth_quarter_0250_10s.mp4,data\private\features\openface\fourth_quarter_0250_10s.csv,0,too_few_success_frames
fourth_quarter_0251_10s,data\private\clips\fourth_quarter_0251_10s.mp4,data\private\features\openface\fourth_quarter_0251_10s.csv,0,too_few_success_frames
fourth_quarter_0253_10s,data\private\clips\fourth_quarter_0253_10s.mp4,data\private\features\openface\fourth_quarter_0253_10s.csv,0,too_few_success_frames
fourth_quarter_0254_10s,data\private\clips\fourth_quarter_0254_10s.mp4,data\private\features\openface\fourth_quarter_0254_10s.csv,0,too_few_success_frames
fourth_quarter_0255_10s,data\private\clips\fourth_quarter_0255_10s.mp4,data\private\features\openface\fourth_quarter_0255_10s.csv,0,too_few_success_frames
fourth_quarter_0256_10s,data\private\clips\fourth_quarter_0256_10s.mp4,data\private\features\openface\fourth_quarter_0256_10s.csv,0,low_success_ratio
fourth_quarter_0257_10s,data\private\clips\fourth_quarter_0257_10s.mp4,data\private\features\openface\fourth_quarter_0257_10s.csv,1,
fourth_quarter_0259_10s,data\private\clips\fourth_quarter_0259_10s.mp4,data\private\features\openface\fourth_quarter_0259_10s.csv,0,too_few_success_frames
fourth_quarter_0260_10s,data\private\clips\fourth_quarter_0260_10s.mp4,data\private\features\openface\fourth_quarter_0260_10s.csv,0,too_few_success_frames
fourth_quarter_0262_10s,data\private\clips\fourth_quarter_0262_10s.mp4,data\private\features\openface\fourth_quarter_0262_10s.csv,0,too_few_success_frames
fourth_quarter_0263_10s,data\private\clips\fourth_quarter_0263_10s.mp4,data\private\features\openface\fourth_quarter_0263_10s.csv,0,too_few_success_frames
fourth_quarter_0264_10s,data\private\clips\fourth_quarter_0264_10s.mp4,data\private\features\openface\fourth_quarter_0264_10s.csv,1,
fourth_quarter_0265_10s,data\private\clips\fourth_quarter_0265_10s.mp4,data\private\features\openface\fourth_quarter_0265_10s.csv,0,too_few_success_frames
second_quarter_0001_10s,data\private\clips\second_quarter_0001_10s.mp4,data\private\features\openface\second_quarter_0001_10s.csv,1,
second_quarter_0002_10s,data\private\clips\second_quarter_0002_10s.mp4,data\private\features\openface\second_quarter_0002_10s.csv,0,too_few_success_frames
second_quarter_0003_10s,data\private\clips\second_quarter_0003_10s.mp4,data\private\features\openface\second_quarter_0003_10s.csv,1,
second_quarter_0004_10s,data\private\clips\second_quarter_0004_10s.mp4,data\private\features\openface\second_quarter_0004_10s.csv,0,too_few_success_frames
second_quarter_0005_10s,data\private\clips\second_quarter_0005_10s.mp4,data\private\features\openface\second_quarter_0005_10s.csv,1,
second_quarter_0007_10s,data\private\clips\second_quarter_0007_10s.mp4,data\private\features\openface\second_quarter_0007_10s.csv,0,too_few_success_frames
second_quarter_0010_10s,data\private\clips\second_quarter_0010_10s.mp4,data\private\features\openface\second_quarter_0010_10s.csv,0,too_few_success_frames
second_quarter_0011_10s,data\private\clips\second_quarter_0011_10s.mp4,data\private\features\openface\second_quarter_0011_10s.csv,0,too_few_success_frames
second_quarter_0012_10s,data\private\clips\second_quarter_0012_10s.mp4,data\private\features\openface\second_quarter_0012_10s.csv,1,
second_quarter_0013_10s,data\private\clips\second_quarter_0013_10s.mp4,data\private\features\openface\second_quarter_0013_10s.csv,0,too_few_success_frames
second_quarter_0014_10s,data\private\clips\second_quarter_0014_10s.mp4,data\private\features\openface\second_quarter_0014_10s.csv,0,too_few_success_frames
second_quarter_0015_10s,data\private\clips\second_quarter_0015_10s.mp4,data\private\features\openface\second_quarter_0015_10s.csv,0,too_few_success_frames
second_quarter_0016_10s,data\private\clips\second_quarter_0016_10s.mp4,data\private\features\openface\second_quarter_0016_10s.csv,0,too_few_success_frames
second_quarter_0017_10s,data\private\clips\second_quarter_0017_10s.mp4,data\private\features\openface\second_quarter_0017_10s.csv,1,
