method,feature_set,sample_id,dataset,x,y
tsne,OpenFace,video18_49_person3,CMOSE,-31.141481399536133,19.523372650146484
tsne,OpenFace,video18_51_person7,CMOSE,-18.21463966369629,-5.389522552490234
tsne,OpenFace,video18_60_person6,CMOSE,-20.492990493774414,0.12083128839731216
tsne,OpenFace,video18_66_person2,CMOSE,-28.925628662109375,-7.932370185852051
tsne,OpenFace,video18_67_person6,CMOSE,-19.77410125732422,0.3464038670063019
tsne,OpenFace,video18_6_person5,CMOSE,-34.15705108642578,19.517683029174805
tsne,OpenFace,video18_71_person3,CMOSE,-31.31610679626465,17.835142135620117
tsne,OpenFace,video18_73_person2,CMOSE,-30.265810012817383,-7.141600131988525
tsne,OpenFace,video18_77_person6,CMOSE,-20.18680763244629,1.6747643947601318
tsne,OpenFace,video18_79_person8,CMOSE,-13.230484008789062,1.932632565498352
tsne,OpenFace,video18_85_person6,CMOSE,-20.364883422851562,-0.3853560984134674
tsne,OpenFace,video18_86_person5,CMOSE,-34.288917541503906,20.50159454345703
tsne,OpenFace,video18_87_person4,CMOSE,-38.705055236816406,-1.3068009614944458
tsne,OpenFace,video18_90_person7,CMOSE,-17.992284774780273,-4.471175193786621
tsne,OpenFace,video18_92_person8,CMOSE,-29.09531021118164,4.7792205810546875
tsne,OpenFace,video18_94_person6,CMOSE,-20.283966064453125,-0.3824946880340576
tsne,OpenFace,video18_98_person7,CMOSE,-18.412555694580078,-5.741740703582764
tsne,OpenFace,video18_9_person3,CMOSE,-31.835323333740234,16.60305404663086
tsne,OpenFace,video1_105_person2,CMOSE,-11.864349365234375,-4.826565742492676
tsne,OpenFace,video1_140_person3,CMOSE,-41.2762336730957,-3.1215310096740723
tsne,OpenFace,video1_151_person3,CMOSE,-41.64181900024414,-3.2068355083465576
tsne,OpenFace,video1_166_person3,CMOSE,-41.5611457824707,-3.695819854736328
tsne,OpenFace,video1_17_person4,CMOSE,-38.7972297668457,-0.3818066418170929
tsne,OpenFace,video1_192_person2,CMOSE,-12.26055908203125,-4.275655746459961
tsne,OpenFace,video1_197_person3,CMOSE,-40.679744720458984,-3.0320966243743896
tsne,OpenFace,video1_29_person2,CMOSE,-12.16075611114502,-4.015209674835205
tsne,OpenFace,video1_3_person3,CMOSE,-42.699371337890625,-4.317587852478027
tsne,OpenFace,video1_5_person3,CMOSE,-42.67181396484375,-4.228466987609863
tsne,OpenFace,video5_101_person2,CMOSE,-14.449734687805176,11.640897750854492
tsne,OpenFace,video5_106_person5,CMOSE,-18.875003814697266,13.417431831359863
tsne,OpenFace,video5_109_person1,CMOSE,-17.479896545410156,18.915163040161133
tsne,OpenFace,video5_111_person1,CMOSE,-17.64949607849121,19.295455932617188
tsne,OpenFace,video5_115_person1,CMOSE,-17.4073429107666,19.507673263549805
tsne,OpenFace,video5_118_person1,CMOSE,-19.083181381225586,18.248350143432617
tsne,OpenFace,video5_11_person2,CMOSE,-14.329965591430664,13.128032684326172
tsne,OpenFace,video5_130_person2,CMOSE,-14.584567070007324,13.600444793701172
tsne,OpenFace,video5_136_person5,CMOSE,-20.1924991607666,15.511115074157715
tsne,OpenFace,video5_139_person5,CMOSE,-20.100767135620117,15.27454662322998
tsne,OpenFace,video5_145_person5,CMOSE,-20.171661376953125,15.472522735595703
tsne,OpenFace,video5_146_person4,CMOSE,-12.178742408752441,-9.379511833190918
tsne,OpenFace,video5_147_person0,CMOSE,-33.76567840576172,-11.42861270904541
tsne,OpenFace,video5_14_person3,CMOSE,-9.219956398010254,11.156206130981445
tsne,OpenFace,video5_150_person3,CMOSE,-8.368887901306152,10.212211608886719
tsne,OpenFace,video5_153_person0,CMOSE,-9.510805130004883,8.464776039123535
tsne,OpenFace,video5_163_person2,CMOSE,-14.083358764648438,12.692115783691406
tsne,OpenFace,video5_164_person3,CMOSE,-8.307905197143555,10.070722579956055
tsne,OpenFace,video5_1_person2,CMOSE,-13.885900497436523,12.826652526855469
tsne,OpenFace,video5_20_person3,CMOSE,-9.227693557739258,11.870750427246094
tsne,OpenFace,video5_26_person3,CMOSE,-9.265824317932129,11.98868465423584
tsne,OpenFace,video5_26_person4,CMOSE,-11.763130187988281,-8.821499824523926
tsne,OpenFace,video5_2_person0,CMOSE,-33.32221221923828,-11.857610702514648
tsne,OpenFace,video5_33_person3,CMOSE,-8.856342315673828,12.994828224182129
tsne,OpenFace,video5_34_person1,CMOSE,-16.975461959838867,19.185962677001953
tsne,OpenFace,video5_36_person5,CMOSE,-19.147214889526367,13.649439811706543
tsne,OpenFace,video5_38_person3,CMOSE,-9.63231372833252,12.510087013244629
tsne,OpenFace,video5_40_person4,CMOSE,-12.419736862182617,-8.52608871459961
tsne,OpenFace,video5_42_person1,CMOSE,-17.690351486206055,18.557592391967773
tsne,OpenFace,video5_42_person8,CMOSE,-40.89210891723633,-9.46699047088623
tsne,OpenFace,video5_44_person6,CMOSE,-12.47212028503418,12.448540687561035
tsne,OpenFace,video5_46_person8,CMOSE,-40.676143646240234,-9.385651588439941
tsne,OpenFace,video5_53_person8,CMOSE,-40.89433670043945,-8.867110252380371
tsne,OpenFace,video5_59_person6,CMOSE,-11.810824394226074,12.36832332611084
tsne,OpenFace,video5_66_person1,CMOSE,-17.66555404663086,19.56687355041504
tsne,OpenFace,video5_71_person6,CMOSE,-12.24199390411377,12.370928764343262
tsne,OpenFace,video5_74_person0,CMOSE,-33.654170989990234,-11.538073539733887
tsne,OpenFace,video5_82_person3,CMOSE,-9.539831161499023,12.07608699798584
tsne,OpenFace,video5_87_person1,CMOSE,-7.798178195953369,9.488940238952637
tsne,OpenFace,video5_90_person3,CMOSE,-8.218597412109375,12.223275184631348
tsne,OpenFace,video5_90_person4,CMOSE,-11.394137382507324,-9.381961822509766
tsne,OpenFace,video5_93_person3,CMOSE,-8.393115043640137,12.149510383605957
tsne,OpenFace,video5_95_person8,CMOSE,-41.389678955078125,-9.8197660446167
tsne,OpenFace,video5_98_person4,CMOSE,-12.198698997497559,-8.488322257995605
tsne,OpenFace,video5_99_person8,CMOSE,-14.794084548950195,19.866121292114258
tsne,OpenFace,video5_9_person0,CMOSE,-33.1670036315918,-11.938945770263672
tsne,OpenFace,video6_100_person2,CMOSE,-45.781105041503906,3.925809383392334
tsne,OpenFace,video6_100_person4,CMOSE,-11.98863697052002,-2.6647109985351562
tsne,OpenFace,video6_102_person14,CMOSE,-44.20545959472656,7.760528564453125
tsne,OpenFace,video6_104_person13,CMOSE,-50.34373474121094,5.351918697357178
tsne,OpenFace,video6_105_person13,CMOSE,-50.29640197753906,5.243691444396973
tsne,OpenFace,video6_106_person2,CMOSE,-45.9006233215332,4.67913818359375
tsne,OpenFace,video6_108_person14,CMOSE,-43.6270751953125,8.935358047485352
tsne,OpenFace,video6_10_person8,CMOSE,-36.52737808227539,2.077573776245117
tsne,OpenFace,video6_114_person8,CMOSE,-42.59663009643555,-3.0040876865386963
tsne,OpenFace,video6_118_person4,CMOSE,-23.602750778198242,9.99552059173584
tsne,OpenFace,video6_118_person5,CMOSE,-46.80046844482422,4.630803108215332
tsne,OpenFace,video6_120_person7,CMOSE,-41.95877456665039,12.12609577178955
tsne,OpenFace,video6_125_person5,CMOSE,-44.62361145019531,2.536494731903076
tsne,OpenFace,video6_128_person13,CMOSE,-49.60078811645508,13.931558609008789
tsne,OpenFace,video6_128_person8,CMOSE,-33.111061096191406,-8.428608894348145
tsne,OpenFace,video6_131_person7,CMOSE,-34.501468658447266,13.72629451751709
tsne,OpenFace,video6_136_person6,CMOSE,-49.99958419799805,12.467308044433594
tsne,OpenFace,video6_152_person11,CMOSE,-47.305023193359375,13.27208423614502
tsne,OpenFace,video6_153_person11,CMOSE,-47.29130935668945,12.62357234954834
tsne,OpenFace,video6_156_person13,CMOSE,-42.660404205322266,14.913039207458496
tsne,OpenFace,video6_156_person7,CMOSE,-42.04879379272461,12.1953763961792
tsne,OpenFace,video6_159_person11,CMOSE,-46.43997573852539,6.1051859855651855
tsne,OpenFace,video6_159_person13,CMOSE,-42.696075439453125,15.046822547912598
tsne,OpenFace,video6_161_person2,CMOSE,-35.72882080078125,9.73643684387207
tsne,OpenFace,video6_16_person5,CMOSE,-44.62697982788086,6.614782333374023
tsne,OpenFace,video6_176_person8,CMOSE,-33.76313781738281,-7.3310370445251465
tsne,OpenFace,video6_17_person9,CMOSE,-46.861602783203125,11.543386459350586
tsne,OpenFace,video6_191_person4,CMOSE,-12.931632041931152,-1.9815753698349
tsne,OpenFace,video6_196_person4,CMOSE,-12.578628540039062,-2.3311233520507812
tsne,OpenFace,video6_197_person5,CMOSE,-47.449462890625,4.9116692543029785
tsne,OpenFace,video6_201_person6,CMOSE,-49.53855514526367,13.029176712036133
tsne,OpenFace,video6_201_person8,CMOSE,-42.20280838012695,-2.351379871368408
tsne,OpenFace,video6_201_person9,CMOSE,-22.93113899230957,10.928384780883789
tsne,OpenFace,video6_211_person13,CMOSE,-41.05382537841797,16.77189826965332
tsne,OpenFace,video6_216_person2,CMOSE,-24.815460205078125,8.309271812438965
tsne,OpenFace,video6_221_person8,CMOSE,-38.13432693481445,-5.026618003845215
tsne,OpenFace,video6_225_person13,CMOSE,-41.18757629394531,15.761550903320312
tsne,OpenFace,video6_228_person14,CMOSE,-32.86265563964844,-7.630808353424072
tsne,OpenFace,video6_233_person1,CMOSE,-24.086286544799805,2.7231602668762207
tsne,OpenFace,video6_239_person1,CMOSE,-22.143978118896484,-3.387820243835449
tsne,OpenFace,video6_240_person11,CMOSE,-47.35413360595703,6.386135101318359
tsne,OpenFace,video6_27_person12,CMOSE,-45.86505126953125,8.857263565063477
tsne,OpenFace,video6_28_person6,CMOSE,-48.04837417602539,14.153329849243164
tsne,OpenFace,video6_29_person2,CMOSE,-45.521697998046875,8.421293258666992
tsne,OpenFace,video6_29_person7,CMOSE,-22.45411491394043,-2.7048046588897705
tsne,OpenFace,video6_29_person8,CMOSE,-32.88165283203125,-7.738704204559326
tsne,OpenFace,video6_42_person14,CMOSE,-44.221397399902344,10.399131774902344
tsne,OpenFace,video6_43_person6,CMOSE,-48.490623474121094,14.22533130645752
tsne,OpenFace,video6_45_person1,CMOSE,-25.160709381103516,-0.6792617440223694
tsne,OpenFace,video6_55_person3,CMOSE,-31.456430435180664,-2.1984660625457764
tsne,OpenFace,video6_62_person6,CMOSE,-48.410030364990234,13.753656387329102
tsne,OpenFace,video6_68_person9,CMOSE,-45.730201721191406,10.526932716369629
tsne,OpenFace,video6_71_person3,CMOSE,-30.849666595458984,5.137486934661865
tsne,OpenFace,video6_72_person13,CMOSE,-49.98112106323242,4.773001194000244
tsne,OpenFace,video6_72_person9,CMOSE,-46.279483795166016,9.601299285888672
tsne,OpenFace,video6_77_person10,CMOSE,-35.61964416503906,13.307565689086914
tsne,OpenFace,video6_80_person2,CMOSE,-44.41593551635742,3.2269701957702637
tsne,OpenFace,video6_84_person11,CMOSE,-48.45396423339844,12.149397850036621
tsne,OpenFace,video6_87_person6,CMOSE,-49.23798370361328,13.578031539916992
tsne,OpenFace,video6_94_person13,CMOSE,-50.08921432495117,4.746133327484131
tsne,OpenFace,video6_94_person8,CMOSE,-20.471534729003906,5.120005130767822
tsne,OpenFace,video6_97_person9,CMOSE,-45.6790657043457,10.842843055725098
tsne,OpenFace,video6_99_person7,CMOSE,-25.777158737182617,5.597917556762695
tsne,OpenFace,video7_105_person2,CMOSE,-45.935279846191406,7.34404182434082
tsne,OpenFace,video7_106_person5,CMOSE,-22.733665466308594,4.185801982879639
tsne,OpenFace,video7_113_person2,CMOSE,-45.51314926147461,5.927948951721191
tsne,OpenFace,video7_113_person4,CMOSE,-33.18844985961914,1.1036872863769531
tsne,OpenFace,video7_120_person7,CMOSE,-25.106233596801758,2.6084532737731934
tsne,OpenFace,video7_121_person5,CMOSE,-22.814254760742188,3.7752230167388916
tsne,OpenFace,video7_122_person10,CMOSE,-19.141223907470703,9.029763221740723
tsne,OpenFace,video7_127_person5,CMOSE,-22.663625717163086,3.2251620292663574
tsne,OpenFace,video7_129_person7,CMOSE,-25.56982421875,2.9904017448425293
tsne,OpenFace,video7_132_person0,CMOSE,-35.932647705078125,15.650352478027344
tsne,OpenFace,video7_134_person10,CMOSE,-47.552005767822266,9.329965591430664
tsne,OpenFace,video7_141_person0,CMOSE,-34.913143157958984,14.825050354003906
tsne,OpenFace,video7_144_person7,CMOSE,-21.179367065429688,-5.125922679901123
tsne,OpenFace,video7_145_person5,CMOSE,-21.9748477935791,7.846127033233643
tsne,OpenFace,video7_149_person0,CMOSE,-35.273582458496094,15.80348014831543
tsne,OpenFace,video7_150_person10,CMOSE,-36.74858474731445,6.313495635986328
tsne,OpenFace,video7_150_person2,CMOSE,-47.29029846191406,8.29000473022461
tsne,OpenFace,video7_154_person7,CMOSE,-34.258548736572266,-0.8571104407310486
tsne,OpenFace,video7_15_person5,CMOSE,-23.39351463317871,5.191335678100586
tsne,OpenFace,video7_160_person5,CMOSE,-21.294597625732422,5.384944915771484
tsne,OpenFace,video7_171_person6,CMOSE,-16.7528018951416,5.578330039978027
tsne,OpenFace,video7_172_person4,CMOSE,-35.63542556762695,1.2901211977005005
tsne,OpenFace,video7_173_person5,CMOSE,-21.880786895751953,4.715740203857422
tsne,OpenFace,video7_181_person10,CMOSE,-18.99112892150879,9.522781372070312
tsne,OpenFace,video7_182_person2,CMOSE,-46.416629791259766,7.142877578735352
tsne,OpenFace,video7_183_person6,CMOSE,-19.133411407470703,7.227845191955566
tsne,OpenFace,video7_186_person4,CMOSE,-29.90018653869629,9.514057159423828
tsne,OpenFace,video7_18_person5,CMOSE,-24.402353286743164,5.877491474151611
tsne,OpenFace,video7_190_person5,CMOSE,-21.695043563842773,9.422584533691406
tsne,OpenFace,video7_193_person10,CMOSE,-19.28763771057129,8.983420372009277
tsne,OpenFace,video7_193_person2,CMOSE,-46.728092193603516,4.184986114501953
tsne,OpenFace,video7_193_person6,CMOSE,-19.04911231994629,7.544620513916016
tsne,OpenFace,video7_199_person1,CMOSE,-39.80824279785156,11.62559700012207
tsne,OpenFace,video7_1_person0,CMOSE,-36.925655364990234,15.57491397857666
tsne,OpenFace,video7_201_person0,CMOSE,-42.555416107177734,13.501349449157715
tsne,OpenFace,video7_201_person1,CMOSE,-45.510902404785156,12.31863784790039
tsne,OpenFace,video7_201_person2,CMOSE,-47.10895919799805,7.244411468505859
tsne,OpenFace,video7_204_person6,CMOSE,-16.782608032226562,1.811219573020935
tsne,OpenFace,video7_204_person7,CMOSE,-33.25381851196289,-0.0826709195971489
tsne,OpenFace,video7_21_person4,CMOSE,-20.391237258911133,-6.70743989944458
tsne,OpenFace,video7_223_person10,CMOSE,-36.113380432128906,1.7183524370193481
tsne,OpenFace,video7_22_person0,CMOSE,-36.42728805541992,16.3643856048584
tsne,OpenFace,video7_236_person4,CMOSE,-30.58108139038086,2.9178926944732666
tsne,OpenFace,video7_236_person6,CMOSE,-28.225996017456055,-11.165105819702148
tsne,OpenFace,video7_238_person7,CMOSE,-28.748477935791016,1.1962794065475464
tsne,OpenFace,video7_23_person1,CMOSE,-41.91959762573242,3.2884018421173096
tsne,OpenFace,video7_23_person5,CMOSE,-23.723146438598633,7.163939476013184
tsne,OpenFace,video7_242_person6,CMOSE,-37.654964447021484,19.728593826293945
tsne,OpenFace,video7_243_person1,CMOSE,-40.69071960449219,15.863085746765137
tsne,OpenFace,video7_245_person5,CMOSE,-22.901655197143555,9.626738548278809
tsne,OpenFace,video7_259_person10,CMOSE,-45.164764404296875,15.330989837646484
tsne,OpenFace,video7_26_person4,CMOSE,-31.82396697998047,-0.4179501533508301
tsne,OpenFace,video7_277_person0,CMOSE,-40.58736801147461,17.960525512695312
tsne,OpenFace,video7_277_person5,CMOSE,-23.029075622558594,10.005382537841797
tsne,OpenFace,video7_279_person4,CMOSE,-40.97495651245117,4.236143112182617
tsne,OpenFace,video7_285_person4,CMOSE,-36.257667541503906,6.814347743988037
tsne,OpenFace,video7_291_person7,CMOSE,-29.669776916503906,10.227063179016113
tsne,OpenFace,video7_31_person2,CMOSE,-45.15943908691406,9.251498222351074
tsne,OpenFace,video7_35_person0,CMOSE,-35.76305389404297,11.066821098327637
tsne,OpenFace,video7_35_person1,CMOSE,-36.02532196044922,10.291372299194336
tsne,OpenFace,video7_35_person7,CMOSE,-25.63964080810547,4.469307899475098
tsne,OpenFace,video7_3_person0,CMOSE,-35.3432502746582,16.490201950073242
tsne,OpenFace,video7_40_person1,CMOSE,-38.9165153503418,10.63012981414795
tsne,OpenFace,video7_41_person7,CMOSE,-26.12822151184082,3.7756052017211914
tsne,OpenFace,video7_44_person2,CMOSE,-45.53279495239258,8.190532684326172
tsne,OpenFace,video7_45_person4,CMOSE,-32.74403762817383,-1.663284182548523
tsne,OpenFace,video7_46_person7,CMOSE,-26.50025177001953,5.061095714569092
tsne,OpenFace,video7_48_person0,CMOSE,-39.90829849243164,15.331897735595703
tsne,OpenFace,video7_53_person7,CMOSE,-26.735944747924805,3.914635181427002
tsne,OpenFace,video7_57_person7,CMOSE,-26.19925308227539,4.12419319152832
tsne,OpenFace,video7_66_person10,CMOSE,-33.49806594848633,13.780245780944824
tsne,OpenFace,video7_68_person4,CMOSE,-32.339054107666016,0.02948842942714691
tsne,OpenFace,video7_71_person4,CMOSE,-34.83188247680664,1.503394603729248
tsne,OpenFace,video7_78_person5,CMOSE,-29.52801513671875,1.329580307006836
tsne,OpenFace,video7_7_person1,CMOSE,-38.69132614135742,10.744058609008789
tsne,OpenFace,video7_83_person0,CMOSE,-37.48912811279297,15.114344596862793
tsne,OpenFace,video7_83_person1,CMOSE,-39.497901916503906,10.007529258728027
tsne,OpenFace,video7_85_person4,CMOSE,-34.723045349121094,-0.039223410189151764
tsne,OpenFace,video7_87_person4,CMOSE,-35.34408950805664,0.12401267141103745
tsne,OpenFace,video7_8_person4,CMOSE,-32.54761505126953,-2.0443673133850098
tsne,OpenFace,video7_92_person1,CMOSE,-40.99448776245117,15.018675804138184
tsne,OpenFace,video7_98_person7,CMOSE,-30.175228118896484,9.784561157226562
tsne,I3D,first_quarter_0004_10s,private,31.72559928894043,1.866951823234558
tsne,I3D,first_quarter_0006_10s,private,18.31244659423828,2.8633620738983154
tsne,I3D,first_quarter_0009_10s,private,22.322141647338867,14.470372200012207
tsne,I3D,first_quarter_0010_10s,private,51.42452621459961,-5.17764949798584
tsne,I3D,first_quarter_0011_10s,private,32.46636199951172,0.9624425172805786
tsne,I3D,first_quarter_0013_10s,private,24.741653442382812,-3.511864185333252
tsne,I3D,first_quarter_0014_10s,private,44.266536712646484,-16.441055297851562
tsne,I3D,first_quarter_0015_10s,private,43.966529846191406,-17.302480697631836
tsne,I3D,first_quarter_0016_10s,private,24.689239501953125,-3.512911796569824
tsne,I3D,first_quarter_0018_10s,private,34.684791564941406,-0.05261344835162163
tsne,I3D,first_quarter_0019_10s,private,50.98904800415039,-5.05652379989624
tsne,I3D,first_quarter_0020_10s,private,19.486967086791992,-0.7969714999198914
tsne,I3D,first_quarter_0025_10s,private,27.842313766479492,4.930929660797119
tsne,I3D,first_quarter_0027_10s,private,32.003440856933594,4.885087490081787
tsne,I3D,first_quarter_0031_10s,private,28.79872703552246,2.989530086517334
tsne,I3D,first_quarter_0032_10s,private,28.60538673400879,11.664918899536133
tsne,I3D,first_quarter_0038_10s,private,21.75322151184082,-12.209894180297852
tsne,I3D,first_quarter_0039_10s,private,55.47565460205078,-26.10748863220215
tsne,I3D,first_quarter_0041_10s,private,44.82795715332031,-7.74979305267334
tsne,I3D,first_quarter_0042_10s,private,14.508471488952637,-6.0676493644714355
tsne,I3D,first_quarter_0044_10s,private,14.633020401000977,-5.985781669616699
tsne,I3D,first_quarter_0048_10s,private,28.183542251586914,0.9747304916381836
tsne,I3D,first_quarter_0049_10s,private,29.559680938720703,12.079887390136719
tsne,I3D,first_quarter_0058_10s,private,44.62479019165039,-6.292120456695557
tsne,I3D,first_quarter_0059_10s,private,17.149005889892578,-3.7348976135253906
tsne,I3D,first_quarter_0061_10s,private,23.792865753173828,-4.036094665527344
tsne,I3D,first_quarter_0062_10s,private,44.43983840942383,-4.793859004974365
tsne,I3D,first_quarter_0072_10s,private,28.40420150756836,11.54802417755127
tsne,I3D,first_quarter_0134_10s,private,22.706356048583984,-1.2236098051071167
tsne,I3D,first_quarter_0135_10s,private,26.932218551635742,11.544955253601074
tsne,I3D,first_quarter_0139_10s,private,20.86705780029297,-3.7005727291107178
tsne,I3D,first_quarter_0143_10s,private,17.477611541748047,5.990070819854736
tsne,I3D,first_quarter_0148_10s,private,43.986572265625,-17.99871253967285
tsne,I3D,first_quarter_0151_10s,private,55.06585693359375,-26.100818634033203
tsne,I3D,first_quarter_0152_10s,private,10.30551815032959,6.461911678314209
tsne,I3D,first_quarter_0156_10s,private,27.672143936157227,11.277796745300293
tsne,I3D,first_quarter_0157_10s,private,29.713411331176758,-5.0420942306518555
tsne,I3D,first_quarter_0163_10s,private,31.972211837768555,1.7074787616729736
tsne,I3D,first_quarter_0164_10s,private,29.180116653442383,11.786861419677734
tsne,I3D,first_quarter_0169_10s,private,8.078851699829102,16.570049285888672
tsne,I3D,first_quarter_0173_10s,private,45.63701629638672,-16.62748146057129
tsne,I3D,first_quarter_0179_10s,private,46.57659912109375,-17.79253387451172
tsne,I3D,first_quarter_0182_10s,private,13.594614028930664,1.7412164211273193
tsne,I3D,first_quarter_0185_10s,private,21.115825653076172,5.921751499176025
tsne,I3D,first_quarter_0186_10s,private,27.553403854370117,10.980945587158203
tsne,I3D,first_quarter_0187_10s,private,28.165067672729492,0.9851668477058411
tsne,I3D,first_quarter_0193_10s,private,29.671550750732422,2.74858021736145
tsne,I3D,first_quarter_0194_10s,private,28.798337936401367,12.717521667480469
tsne,I3D,first_quarter_0208_10s,private,18.411542892456055,2.31911301612854
tsne,I3D,first_quarter_0211_10s,private,10.282530784606934,11.873764038085938
tsne,I3D,first_quarter_0213_10s,private,37.456241607666016,-0.8534721732139587
tsne,I3D,first_quarter_0214_10s,private,21.61725425720215,18.098190307617188
tsne,I3D,first_quarter_0217_10s,private,46.28646469116211,-11.158843994140625
tsne,I3D,first_quarter_0218_10s,private,18.95582389831543,12.067361831665039
tsne,I3D,first_quarter_0219_10s,private,46.52308654785156,-5.773107528686523
tsne,I3D,first_quarter_0222_10s,private,49.75025177001953,-8.215574264526367
tsne,I3D,first_quarter_0228_10s,private,15.289955139160156,-2.7567434310913086
tsne,I3D,first_quarter_0229_10s,private,45.832130432128906,-6.034306049346924
tsne,I3D,first_quarter_0230_10s,private,18.696317672729492,12.23204517364502
tsne,I3D,first_quarter_0231_10s,private,45.826324462890625,-13.549118995666504
tsne,I3D,first_quarter_0235_10s,private,37.243751525878906,-0.7218554615974426
tsne,I3D,first_quarter_0237_10s,private,10.061066627502441,17.29436492919922
tsne,I3D,first_quarter_0238_10s,private,19.825908660888672,-5.2505879402160645
tsne,I3D,first_quarter_0244_10s,private,21.280309677124023,-11.688462257385254
tsne,I3D,first_quarter_0246_10s,private,37.518577575683594,-0.7956233024597168
tsne,I3D,first_quarter_0247_10s,private,21.389253616333008,19.222238540649414
tsne,I3D,first_quarter_0250_10s,private,45.01887130737305,-9.817304611206055
tsne,I3D,first_quarter_0252_10s,private,45.596309661865234,-4.979640007019043
tsne,I3D,first_quarter_0255_10s,private,49.90918731689453,-6.562890529632568
tsne,I3D,first_quarter_0259_10s,private,49.197723388671875,-7.979796409606934
tsne,I3D,first_quarter_0260_10s,private,14.952751159667969,-2.573598623275757
tsne,I3D,first_quarter_0261_10s,private,44.87359619140625,-6.262805938720703
tsne,I3D,first_quarter_0263_10s,private,45.7983283996582,-11.294748306274414
tsne,I3D,fourth_quarter_0001_10s,private,16.59965705871582,9.012978553771973
tsne,I3D,fourth_quarter_0003_10s,private,37.68785095214844,6.910207271575928
tsne,I3D,fourth_quarter_0004_10s,private,23.936477661132812,-0.6093645095825195
tsne,I3D,fourth_quarter_0005_10s,private,32.70846176147461,17.75246810913086
tsne,I3D,fourth_quarter_0006_10s,private,17.935100555419922,-8.725565910339355
tsne,I3D,fourth_quarter_0007_10s,private,34.38414764404297,-18.814001083374023
tsne,I3D,fourth_quarter_0009_10s,private,12.372657775878906,5.29438591003418
tsne,I3D,fourth_quarter_0010_10s,private,15.290550231933594,0.05628462880849838
tsne,I3D,fourth_quarter_0011_10s,private,27.242496490478516,17.73503303527832
tsne,I3D,fourth_quarter_0013_10s,private,23.2662410736084,1.8638460636138916
tsne,I3D,fourth_quarter_0016_10s,private,23.314332962036133,1.9829484224319458
tsne,I3D,fourth_quarter_0019_10s,private,15.495137214660645,0.3361801207065582
tsne,I3D,fourth_quarter_0020_10s,private,8.55686092376709,10.718021392822266
tsne,I3D,fourth_quarter_0021_10s,private,21.537641525268555,10.992732048034668
tsne,I3D,fourth_quarter_0022_10s,private,33.73277282714844,-19.32598876953125
tsne,I3D,fourth_quarter_0023_10s,private,17.893510818481445,-9.383976936340332
tsne,I3D,fourth_quarter_0024_10s,private,32.17991256713867,18.963016510009766
tsne,I3D,fourth_quarter_0026_10s,private,32.707298278808594,8.180381774902344
tsne,I3D,fourth_quarter_0028_10s,private,18.926847457885742,11.07185173034668
tsne,I3D,fourth_quarter_0030_10s,private,38.0757942199707,2.177600383758545
tsne,I3D,fourth_quarter_0031_10s,private,26.05755043029785,0.021263863891363144
tsne,I3D,fourth_quarter_0032_10s,private,32.77954864501953,17.857364654541016
tsne,I3D,fourth_quarter_0033_10s,private,17.515522003173828,-8.518275260925293
tsne,I3D,fourth_quarter_0034_10s,private,33.84587860107422,-18.4317569732666
tsne,I3D,fourth_quarter_0035_10s,private,32.70902633666992,-18.814163208007812
tsne,I3D,fourth_quarter_0036_10s,private,33.163169860839844,-19.744449615478516
tsne,I3D,fourth_quarter_0038_10s,private,22.754600524902344,-5.292026996612549
tsne,I3D,fourth_quarter_0047_10s,private,40.32680892944336,5.807121753692627
tsne,I3D,fourth_quarter_0048_10s,private,26.46855926513672,-1.8993189334869385
tsne,I3D,fourth_quarter_0050_10s,private,17.911415100097656,-9.962019920349121
tsne,I3D,fourth_quarter_0051_10s,private,33.348384857177734,-18.671316146850586
tsne,I3D,fourth_quarter_0052_10s,private,52.40502166748047,-26.992128372192383
tsne,I3D,fourth_quarter_0053_10s,private,10.70318603515625,6.3094096183776855
tsne,I3D,fourth_quarter_0065_10s,private,16.25644302368164,9.902229309082031
tsne,I3D,fourth_quarter_0066_10s,private,52.61837387084961,-26.52011489868164
tsne,I3D,fourth_quarter_0067_10s,private,53.096370697021484,-27.094511032104492
tsne,I3D,fourth_quarter_0068_10s,private,51.9814453125,-27.613576889038086
tsne,I3D,fourth_quarter_0069_10s,private,53.266761779785156,-26.627403259277344
tsne,I3D,fourth_quarter_0070_10s,private,32.75108337402344,-19.51669692993164
tsne,I3D,fourth_quarter_0071_10s,private,17.36210060119629,-7.7592363357543945
tsne,I3D,fourth_quarter_0072_10s,private,31.859615325927734,18.330530166625977
tsne,I3D,fourth_quarter_0073_10s,private,34.66244125366211,6.4897780418396
tsne,I3D,fourth_quarter_0074_10s,private,33.28404235839844,6.8510870933532715
tsne,I3D,fourth_quarter_0075_10s,private,33.358665466308594,8.547115325927734
tsne,I3D,fourth_quarter_0076_10s,private,33.608943939208984,7.858042240142822
tsne,I3D,fourth_quarter_0077_10s,private,32.81429672241211,7.288768768310547
tsne,I3D,fourth_quarter_0078_10s,private,32.59165573120117,8.828569412231445
tsne,I3D,fourth_quarter_0080_10s,private,38.37043380737305,4.171465873718262
tsne,I3D,fourth_quarter_0081_10s,private,36.23442840576172,8.705835342407227
tsne,I3D,fourth_quarter_0082_10s,private,34.23810577392578,8.93787670135498
tsne,I3D,fourth_quarter_0083_10s,private,35.64859390258789,8.468522071838379
