clip_id,num_models,agreement_rate,prediction_entropy,mean_confidence,majority_class_id,majority_label,majority_vote_count,vote_count_0_Highly Disengage,vote_proportion_0_Highly Disengage,vote_count_1_Disengage,vote_proportion_1_Disengage,vote_count_2_Engage,vote_proportion_2_Engage,vote_count_3_Highly Engage,vote_proportion_3_Highly Engage,predicted_id__openface_mlp/ce,predicted_label__openface_mlp/ce,confidence__openface_mlp/ce,predicted_id__openface_mlp/weighted_ce,predicted_label__openface_mlp/weighted_ce,confidence__openface_mlp/weighted_ce,predicted_id__openface_mlp/ordinal,predicted_label__openface_mlp/ordinal,confidence__openface_mlp/ordinal,predicted_id__temporal_cnn/ce,predicted_label__temporal_cnn/ce,confidence__temporal_cnn/ce,predicted_id__temporal_cnn/weighted_ce,predicted_label__temporal_cnn/weighted_ce,confidence__temporal_cnn/weighted_ce,predicted_id__temporal_cnn/ordinal,predicted_label__temporal_cnn/ordinal,confidence__temporal_cnn/ordinal,predicted_id__lstm/ce,predicted_label__lstm/ce,confidence__lstm/ce,predicted_id__lstm/weighted_ce,predicted_label__lstm/weighted_ce,confidence__lstm/weighted_ce,predicted_id__lstm/ordinal,predicted_label__lstm/ordinal,confidence__lstm/ordinal,predicted_id__transformer/ce,predicted_label__transformer/ce,confidence__transformer/ce,predicted_id__transformer/weighted_ce,predicted_label__transformer/weighted_ce,confidence__transformer/weighted_ce,predicted_id__transformer/ordinal,predicted_label__transformer/ordinal,confidence__transformer/ordinal,predicted_id__i3d_mlp/ce,predicted_label__i3d_mlp/ce,confidence__i3d_mlp/ce,predicted_id__i3d_mlp/weighted_ce,predicted_label__i3d_mlp/weighted_ce,confidence__i3d_mlp/weighted_ce,predicted_id__i3d_mlp/ordinal,predicted_label__i3d_mlp/ordinal,confidence__i3d_mlp/ordinal,predicted_id__openface_tcn_i3d_fusion/ce,predicted_label__openface_tcn_i3d_fusion/ce,confidence__openface_tcn_i3d_fusion/ce,predicted_id__openface_tcn_i3d_fusion/weighted_ce,predicted_label__openface_tcn_i3d_fusion/weighted_ce,confidence__openface_tcn_i3d_fusion/weighted_ce,predicted_id__openface_tcn_i3d_fusion/ordinal,predicted_label__openface_tcn_i3d_fusion/ordinal,confidence__openface_tcn_i3d_fusion/ordinal
video10_51_person30,18,0.5751633986928104,0.4262025893247393,0.6504658857981364,2,Engage,13,0,0.0,5,0.2777777777777778,13,0.7222222222222222,0,0.0,2,Engage,0.8059268593788147,2,Engage,0.3602988719940185,2,Engage,1.0,2,Engage,0.7085947394371033,2,Engage,0.6610599160194397,2,Engage,0.5008186101913452,2,Engage,0.8246363401412964,1,Disengage,0.5488776564598083,1,Disengage,0.5088684558868408,2,Engage,0.8253200054168701,2,Engage,0.487951248884201,1,Disengage,0.5313260555267334,2,Engage,0.6870858669281006,1,Disengage,0.6580107808113098,1,Disengage,0.6663282513618469,2,Engage,0.8698703050613403,2,Engage,0.6550532579421997,2,Engage,0.4083587229251861
video10_52_person19,18,0.41830065359477125,0.6258145836939114,0.7322363240851296,0,Highly Disengage,9,9,0.5,8,0.4444444444444444,1,0.05555555555555555,0,0.0,2,Engage,0.4623678028583526,0,Highly Disengage,0.536322295665741,1,Disengage,1.0,0,Highly Disengage,0.527732789516449,0,Highly Disengage,0.9818312525749208,0,Highly Disengage,0.9964522123336792,1,Disengage,0.6796966195106506,1,Disengage,0.7419512867927551,0,Highly Disengage,0.7746413350105286,1,Disengage,0.7084937691688538,0,Highly Disengage,0.7471758127212524,0,Highly Disengage,0.8896363377571106,1,Disengage,0.5106077790260315,1,Disengage,0.7299264669418335,0,Highly Disengage,0.9970588684082032,1,Disengage,0.6069993376731873,1,Disengage,0.5374684929847717,0,Highly Disengage,0.7518913745880127
video10_52_person27,18,0.5490196078431373,0.5264703802813174,0.6502717319462035,2,Engage,13,0,0.0,4,0.2222222222222222,13,0.7222222222222222,1,0.05555555555555555,2,Engage,0.8064203858375549,1,Disengage,0.4712468683719635,3,Highly Engage,1.0,2,Engage,0.7326987981796265,2,Engage,0.7166949510574341,1,Disengage,0.6192037463188171,2,Engage,0.8168028593063354,2,Engage,0.7250952124595642,2,Engage,0.4903501868247986,2,Engage,0.6897842288017273,2,Engage,0.3965231776237488,2,Engage,0.5686373114585876,1,Disengage,0.5164828300476074,2,Engage,0.7415973544120789,1,Disengage,0.5721679925918579,2,Engage,0.8219411373138428,2,Engage,0.6446281671524048,2,Engage,0.3746159672737121
video10_52_person30,18,0.6339869281045751,0.38210225325431013,0.6576972736252679,2,Engage,14,0,0.0,4,0.2222222222222222,14,0.7777777777777778,0,0.0,2,Engage,0.7801620364189148,2,Engage,0.3915243148803711,2,Engage,1.0,2,Engage,0.7165070176124573,2,Engage,0.5767616033554077,2,Engage,0.5505491495132446,2,Engage,0.7659298181533813,1,Disengage,0.5093865990638733,1,Disengage,0.5532177686691284,2,Engage,0.8596751093864441,2,Engage,0.5484641194343567,1,Disengage,0.4695621728897095,2,Engage,0.894005537033081,1,Disengage,0.5756651163101196,2,Engage,0.4992322325706482,2,Engage,0.9706799983978271,2,Engage,0.7586851119995117,2,Engage,0.4185432195663452
video10_53_person27,18,0.7058823529411765,0.32501121082417705,0.6359060522582796,2,Engage,15,0,0.0,3,0.16666666666666666,15,0.8333333333333334,0,0.0,2,Engage,0.9023779034614564,2,Engage,0.475911796092987,2,Engage,1.0,2,Engage,0.7320342659950256,2,Engage,0.5245012640953064,1,Disengage,0.6594702005386353,2,Engage,0.7701194286346436,2,Engage,0.5218925476074219,2,Engage,0.5130660533905029,2,Engage,0.786016047000885,2,Engage,0.4434215128421783,2,Engage,0.4790362119674682,1,Disengage,0.7493706345558167,2,Engage,0.5345667600631714,1,Disengage,0.7513652443885803,2,Engage,0.6662237048149109,2,Engage,0.5656402707099915,2,Engage,0.3712950944900512
video10_53_person30,18,0.5294117647058824,0.4591479170272447,0.6407867305808597,2,Engage,12,0,0.0,6,0.3333333333333333,12,0.6666666666666666,0,0.0,2,Engage,0.7888060808181763,2,Engage,0.3781525492668152,2,Engage,1.0,2,Engage,0.7250345945358276,2,Engage,0.4927457571029663,1,Disengage,0.4853622019290924,2,Engage,0.7294656038284302,1,Disengage,0.6009920239448547,1,Disengage,0.5324642062187195,2,Engage,0.7901986241340637,2,Engage,0.4819414317607879,1,Disengage,0.4057483971118927,2,Engage,0.9186806678771972,1,Disengage,0.5390148162841797,1,Disengage,0.6338412165641785,2,Engage,0.9073337316513062,2,Engage,0.7205630540847778,2,Engage,0.4038161933422088
video10_54_person15,18,0.49673202614379086,0.5674849873019706,0.593555082877477,2,Engage,12,1,0.05555555555555555,5,0.2777777777777778,12,0.6666666666666666,0,0.0,2,Engage,0.6605765223503113,1,Disengage,0.590955376625061,1,Disengage,1.0,2,Engage,0.7520084977149963,2,Engage,0.6496778130531311,2,Engage,0.4769671261310577,2,Engage,0.5963419079780579,2,Engage,0.6169222593307495,2,Engage,0.4469637274742126,2,Engage,0.5647925734519958,1,Disengage,0.6186976432800293,0,Highly Disengage,0.4838669598102569,2,Engage,0.5292205810546875,1,Disengage,0.5745696425437927,1,Disengage,0.5702052712440491,2,Engage,0.5817227363586426,2,Engage,0.5337585210800171,2,Engage,0.4367443323135376
video10_54_person7,18,0.6928104575163399,0.4015358636620513,0.7020414885547426,1,Disengage,15,1,0.05555555555555555,15,0.8333333333333334,2,0.1111111111111111,0,0.0,1,Disengage,0.636219322681427,1,Disengage,0.6728026866912842,1,Disengage,1.0,1,Disengage,0.7448834180831909,1,Disengage,0.8238195180892944,1,Disengage,0.8090693950653076,1,Disengage,0.4900976717472076,2,Engage,0.4754711389541626,1,Disengage,0.507392942905426,2,Engage,0.5330455899238586,1,Disengage,0.6972547769546509,1,Disengage,0.7680975198745728,1,Disengage,0.7182767391204834,1,Disengage,0.9194508790969848,1,Disengage,0.9774134755134584,1,Disengage,0.6063493490219116,1,Disengage,0.7725856900215149,0,Highly Disengage,0.4845166802406311
video10_55_person27,18,0.49673202614379086,0.4820393824041145,0.6681615428792106,1,Disengage,11,0,0.0,11,0.6111111111111112,7,0.3888888888888889,0,0.0,2,Engage,0.6588204503059387,1,Disengage,0.8918712139129639,2,Engage,1.0,2,Engage,0.6062469482421875,1,Disengage,0.6450725197792053,1,Disengage,0.5987448692321777,2,Engage,0.7266367077827454,2,Engage,0.5192990899085999,2,Engage,0.5005898475646973,1,Disengage,0.7469369173049927,1,Disengage,0.6296477317810059,1,Disengage,0.6717594861984253,1,Disengage,0.7727110385894775,1,Disengage,0.6779526472091675,1,Disengage,0.7598341703414917,2,Engage,0.5717483162879944,1,Disengage,0.6721242070198059,1,Disengage,0.3769116103649139
video10_59_person3,18,0.8888888888888888,0.1547717145751626,0.7678649971882502,2,Engage,17,0,0.0,0,0.0,17,0.9444444444444444,1,0.05555555555555555,2,Engage,0.9302040338516236,2,Engage,0.7191880345344543,2,Engage,1.0,2,Engage,0.950411021709442,2,Engage,0.639746367931366,2,Engage,0.6964917182922363,2,Engage,0.8424975275993347,2,Engage,0.4638764560222626,2,Engage,0.4782837927341461,2,Engage,0.9401312470436096,2,Engage,0.6520066261291504,2,Engage,0.5847992897033691,2,Engage,0.9921069145202636,2,Engage,0.9659206867218018,2,Engage,0.9997523427009584,2,Engage,0.995492696762085,3,Highly Engage,0.5469110012054443,2,Engage,0.4237501919269562
video10_60_person9,18,0.6143790849673203,0.4722442670831027,0.7034023801485697,1,Disengage,14,1,0.05555555555555555,14,0.7777777777777778,3,0.16666666666666666,0,0.0,1,Disengage,0.6138008236885071,1,Disengage,0.7898666262626648,1,Disengage,1.0,2,Engage,0.8592094779014587,1,Disengage,0.9369770884513856,1,Disengage,0.8061390519142151,2,Engage,0.8883899450302124,1,Disengage,0.5522767901420593,1,Disengage,0.4869418740272522,2,Engage,0.5467107892036438,1,Disengage,0.7032297253608704,1,Disengage,0.5645778179168701,1,Disengage,0.6142497658729553,1,Disengage,0.6534080505371094,1,Disengage,0.8604823350906372,1,Disengage,0.5117306113243103,1,Disengage,0.6916469931602478,0,Highly Disengage,0.581605076789856
video10_61_person10,18,0.6928104575163399,0.40153586366205124,0.6158744196097056,2,Engage,15,0,0.0,2,0.1111111111111111,15,0.8333333333333334,1,0.05555555555555555,2,Engage,0.5929979681968689,2,Engage,0.3958044350147247,2,Engage,1.0,2,Engage,0.8172284960746765,1,Disengage,0.4982203543186188,2,Engage,0.4405625164508819,2,Engage,0.8421638607978821,2,Engage,0.4827765822410583,2,Engage,0.4941789209842682,2,Engage,0.578803300857544,3,Highly Engage,0.4006212949752807,1,Disengage,0.3538760244846344,2,Engage,0.8740026950836182,2,Engage,0.7872617244720459,2,Engage,0.4708112478256225,2,Engage,0.917142391204834,2,Engage,0.719032883644104,2,Engage,0.4202548563480377
video10_61_person11,18,0.5294117647058824,0.4591479170272447,0.6983781192037795,1,Disengage,12,0,0.0,12,0.6666666666666666,6,0.3333333333333333,0,0.0,2,Engage,0.5668224096298218,1,Disengage,0.8008204102516174,2,Engage,1.0,1,Disengage,0.868052065372467,1,Disengage,0.8992254734039307,1,Disengage,0.8200148940086365,2,Engage,0.5265898704528809,1,Disengage,0.6225721836090088,1,Disengage,0.5854119658470154,1,Disengage,0.7503361701965332,1,Disengage,0.9114221930503844,1,Disengage,0.6494436264038086,2,Engage,0.5947663187980652,1,Disengage,0.6406497359275818,1,Disengage,0.5927514433860779,2,Engage,0.6301438808441162,1,Disengage,0.6426829695701599,2,Engage,0.4691005349159241
video10_61_person13,18,0.6078431372549019,0.4932133643654213,0.8204189091920853,2,Engage,14,0,0.0,2,0.1111111111111111,14,0.7777777777777778,2,0.1111111111111111,2,Engage,0.9987466335296632,2,Engage,0.9004985690116882,1,Disengage,1.0,2,Engage,0.997748076915741,2,Engage,0.9277120232582092,2,Engage,0.9374505877494812,2,Engage,0.9138980507850648,2,Engage,0.6255389451980591,1,Disengage,0.436239093542099,2,Engage,0.9555503129959106,2,Engage,0.8743073344230652,2,Engage,0.772830069065094,2,Engage,0.9465446472167968,2,Engage,0.6747337579727173,2,Engage,0.5312790274620056,2,Engage,0.9816401600837708,3,Highly Engage,0.6857534646987915,3,Highly Engage,0.6070696115493774
video10_61_person7,18,0.8888888888888888,0.1547717145751626,0.7738931129376093,1,Disengage,17,0,0.0,17,0.9444444444444444,1,0.05555555555555555,0,0.0,1,Disengage,0.7473174333572388,1,Disengage,0.8406872153282166,1,Disengage,1.0,1,Disengage,0.8115316033363342,1,Disengage,0.9134445786476136,1,Disengage,0.8735412359237671,1,Disengage,0.6812052726745605,1,Disengage,0.8514052629470825,1,Disengage,0.6151643991470337,2,Engage,0.582139253616333,1,Disengage,0.5357914566993713,1,Disengage,0.6780072450637817,1,Disengage,0.9407534003257751,1,Disengage,0.9943087697029114,1,Disengage,0.9972079396247864,1,Disengage,0.6062384843826294,1,Disengage,0.8723982572555542,1,Disengage,0.3889342248439789
video10_63_person2,18,0.477124183006536,0.6121972227029931,0.7656701472070482,1,Disengage,12,2,0.1111111111111111,12,0.6666666666666666,4,0.2222222222222222,0,0.0,1,Disengage,0.7661619186401367,1,Disengage,0.8559630513191223,1,Disengage,1.0,1,Disengage,0.9272314310073853,1,Disengage,0.9846891164779664,0,Highly Disengage,0.9119171500205994,2,Engage,0.5480483770370483,2,Engage,0.787751317024231,2,Engage,0.4455404877662658,1,Disengage,0.748920738697052,1,Disengage,0.9280020594596864,1,Disengage,0.7485847473144531,1,Disengage,0.6214075684547424,1,Disengage,0.9309200644493104,1,Disengage,0.9266326427459716,2,Engage,0.4785637557506561,1,Disengage,0.7531631588935852,0,Highly Disengage,0.4185650646686554
video10_63_person23,18,0.477124183006536,0.4955380299191111,0.6560028692086538,2,Engage,10,0,0.0,8,0.4444444444444444,10,0.5555555555555556,0,0.0,2,Engage,0.5363112092018127,1,Disengage,0.8317712545394897,1,Disengage,1.0,2,Engage,0.7162559032440186,2,Engage,0.7520707845687866,1,Disengage,0.5375057458877563,2,Engage,0.8397598266601562,2,Engage,0.7198119163513184,2,Engage,0.4899725317955017,2,Engage,0.6429038047790527,1,Disengage,0.5193904042243958,1,Disengage,0.4316509664058685,1,Disengage,0.5149765610694885,2,Engage,0.7455450296401978,2,Engage,0.6677455306053162,2,Engage,0.8353638648986816,1,Disengage,0.6592885851860046,1,Disengage,0.3677277266979217
video10_64_person26,18,0.5490196078431373,0.5264703802813174,0.6201670467853546,2,Engage,13,0,0.0,4,0.2222222222222222,13,0.7222222222222222,1,0.05555555555555555,2,Engage,0.910378873348236,2,Engage,0.468989759683609,2,Engage,1.0,2,Engage,0.7962630391120911,2,Engage,0.3869566619396209,2,Engage,0.6001792550086975,2,Engage,0.7347802519798279,1,Disengage,0.5062724947929382,2,Engage,0.4733868837356567,2,Engage,0.6989995837211609,1,Disengage,0.5197840332984924,1,Disengage,0.52582848072052,2,Engage,0.7526102662086487,2,Engage,0.430880457162857,1,Disengage,0.5221540331840515,2,Engage,0.8725675344467163,3,Highly Engage,0.5369958281517029,2,Engage,0.4259794056415558
video10_64_person8,18,0.5294117647058824,0.4591479170272447,0.6446322815285789,2,Engage,12,0,0.0,6,0.3333333333333333,12,0.6666666666666666,0,0.0,2,Engage,0.6409775018692017,2,Engage,0.5813515186309814,2,Engage,1.0,2,Engage,0.8374966979026794,2,Engage,0.5886942148208618,2,Engage,0.569705069065094,2,Engage,0.8577515482902527,2,Engage,0.7317939400672913,2,Engage,0.5023518204689026,2,Engage,0.5923653841018677,1,Disengage,0.5130258202552795,2,Engage,0.4675756394863128,1,Disengage,0.710770845413208,1,Disengage,0.7655133008956909,1,Disengage,0.7525356411933899,2,Engage,0.5136508941650391,1,Disengage,0.6166942715644836,1,Disengage,0.361126959323883
video10_65_person0,18,0.35294117647058826,0.7295739585136225,0.7552292148272196,0,Highly Disengage,9,9,0.5,3,0.16666666666666666,6,0.3333333333333333,0,0.0,2,Engage,0.6191204190254211,2,Engage,0.4246101677417755,1,Disengage,1.0,2,Engage,0.5992463827133179,0,Highly Disengage,0.9285439252853394,0,Highly Disengage,0.992027461528778,1,Disengage,0.3785480856895447,0,Highly Disengage,0.883375883102417,0,Highly Disengage,0.939314603805542,2,Engage,0.752811849117279,2,Engage,0.4138401746749878,0,Highly Disengage,0.9362990260124208,2,Engage,0.6172627210617065,0,Highly Disengage,0.9378101825714112,0,Highly Disengage,0.9999793767929076,1,Disengage,0.3647914826869964,0,Highly Disengage,0.927366316318512,0,Highly Disengage,0.8791778087615967
video10_65_person11,18,0.49673202614379086,0.4820393824041145,0.6147943205303616,1,Disengage,11,0,0.0,11,0.6111111111111112,7,0.3888888888888889,0,0.0,2,Engage,0.4793582260608673,1,Disengage,0.3798378109931946,2,Engage,1.0,1,Disengage,0.4881486594676971,1,Disengage,0.6668956875801086,1,Disengage,0.4178696274757385,2,Engage,0.4876389503479004,1,Disengage,0.8600395321846008,1,Disengage,0.5498988628387451,1,Disengage,0.5198502540588379,1,Disengage,0.747998058795929,1,Disengage,0.5095346570014954,2,Engage,0.7191210389137268,1,Disengage,0.6482523679733276,1,Disengage,0.6914051175117493,2,Engage,0.8096615672111511,2,Engage,0.6412137746810913,2,Engage,0.4495735764503479
video10_65_person15,18,0.7058823529411765,0.32501121082417705,0.8220867796076669,2,Engage,15,0,0.0,0,0.0,15,0.8333333333333334,3,0.16666666666666666,2,Engage,0.846980631351471,2,Engage,0.678155243396759,2,Engage,1.0,2,Engage,0.924934148788452,2,Engage,0.9344971179962158,2,Engage,0.8857987523078918,2,Engage,0.8793420195579529,3,Highly Engage,0.6061417460441589,3,Highly Engage,0.4616452753543854,2,Engage,0.974459946155548,2,Engage,0.8112998604774475,2,Engage,0.5462198257446289,2,Engage,0.9962976574897766,2,Engage,0.9207985401153564,2,Engage,0.997475802898407,2,Engage,0.9841449856758118,2,Engage,0.8008358478546143,3,Highly Engage,0.548534631729126
video10_69_person18,18,0.7908496732026143,0.25162916738782287,0.7809601293669807,3,Highly Engage,16,0,0.0,0,0.0,2,0.1111111111111111,16,0.8888888888888888,3,Highly Engage,0.6704554557800293,3,Highly Engage,0.9200869798660278,3,Highly Engage,1.0,3,Highly Engage,0.7923054099082947,3,Highly Engage,0.9680534601211548,3,Highly Engage,0.957746684551239,2,Engage,0.6207125186920166,3,Highly Engage,0.6448004841804504,3,Highly Engage,0.6898455023765564,3,Highly Engage,0.8173726201057434,3,Highly Engage,0.8147883415222168,3,Highly Engage,0.8695918321609497,2,Engage,0.5195016860961914,3,Highly Engage,0.7195882797241211,3,Highly Engage,0.9550145268440248,3,Highly Engage,0.7211436033248901,3,Highly Engage,0.870692253112793,3,Highly Engage,0.5055826902389526
video10_6_person14,18,0.5359477124183006,0.5610568385545543,0.626066095299191,1,Disengage,13,0,0.0,13,0.7222222222222222,3,0.16666666666666666,2,0.1111111111111111,2,Engage,0.5905485153198242,1,Disengage,0.4343839287757873,2,Engage,1.0,1,Disengage,0.6014555096626282,1,Disengage,0.8659634590148926,1,Disengage,0.719019889831543,2,Engage,0.6088415384292603,1,Disengage,0.7225997447967529,1,Disengage,0.5082432627677917,1,Disengage,0.6119170188903809,3,Highly Engage,0.413114458322525,3,Highly Engage,0.444075345993042,1,Disengage,0.5608516931533813,1,Disengage,0.6430946588516235,1,Disengage,0.8047312498092651,1,Disengage,0.5508061051368713,1,Disengage,0.7933155298233032,1,Disengage,0.3962278068065643
video10_6_person7,18,0.2875816993464052,0.8735835986534669,0.7076482292678621,1,Disengage,8,1,0.05555555555555555,8,0.4444444444444444,4,0.2222222222222222,5,0.2777777777777778,3,Highly Engage,0.8364898562431335,3,Highly Engage,0.6809106469154358,2,Engage,1.0,3,Highly Engage,0.5504433512687683,3,Highly Engage,0.8670409321784973,1,Disengage,0.3747997581958771,2,Engage,0.7101643085479736,1,Disengage,0.9367384314537048,2,Engage,0.4093571901321411,1,Disengage,0.5608317255973816,3,Highly Engage,0.717528223991394,1,Disengage,0.6489102244377136,1,Disengage,0.6036902666091919,1,Disengage,0.9395623207092284,1,Disengage,0.9438244700431824,2,Engage,0.7435641884803772,1,Disengage,0.807673454284668,0,Highly Disengage,0.4061387777328491
video10_70_person2,18,0.40522875816993464,0.7501361728042042,0.6649385392665863,2,Engage,11,1,0.05555555555555555,4,0.2222222222222222,11,0.6111111111111112,2,0.1111111111111111,2,Engage,0.7723340392112732,2,Engage,0.5040122270584106,1,Disengage,1.0,2,Engage,0.538535475730896,2,Engage,0.893217146396637,1,Disengage,0.5251533389091492,2,Engage,0.7528157234191895,1,Disengage,0.5982778668403625,2,Engage,0.4121021926403045,2,Engage,0.6201786398887634,1,Disengage,0.8264179825782776,0,Highly Disengage,0.4088853001594543,2,Engage,0.8655391335487366,3,Highly Engage,0.4510330259799957,2,Engage,0.8339695930480957,2,Engage,0.8373234868049622,2,Engage,0.5960192680358887,3,Highly Engage,0.5330792665481567
video10_70_person9,18,0.5294117647058824,0.4591479170272447,0.6339353935586082,2,Engage,12,0,0.0,6,0.3333333333333333,12,0.6666666666666666,0,0.0,2,Engage,0.5649273991584778,1,Disengage,0.5697094798088074,1,Disengage,1.0,2,Engage,0.562046468257904,2,Engage,0.7595195174217224,2,Engage,0.5683238506317139,2,Engage,0.8049812912940979,2,Engage,0.6115192770957947,2,Engage,0.4450123012065887,2,Engage,0.8944544792175293,1,Disengage,0.6059756278991699,2,Engage,0.6019682288169861,1,Disengage,0.5997279286384583,1,Disengage,0.5622876882553101,2,Engage,0.5051857233047485,2,Engage,0.7644380331039429,2,Engage,0.6445676684379578,1,Disengage,0.3461921215057373
video10_71_person15,18,0.45751633986928103,0.5970868671284559,0.7140463027689192,2,Engage,11,0,0.0,1,0.05555555555555555,11,0.6111111111111112,6,0.3333333333333333,2,Engage,0.8398239016532898,2,Engage,0.7346447706222534,2,Engage,1.0,2,Engage,0.8561833500862122,2,Engage,0.7860227823257446,2,Engage,0.6660127639770508,2,Engage,0.8239806890487671,3,Highly Engage,0.529121458530426,1,Disengage,0.3704065680503845,2,Engage,0.8455210328102112,3,Highly Engage,0.4477796852588653,3,Highly Engage,0.4395451843738556,2,Engage,0.6606902480125427,2,Engage,0.5622358918190002,3,Highly Engage,0.8391402363777161,2,Engage,0.9596880078315736,3,Highly Engage,0.7598267197608948,3,Highly Engage,0.7322101593017578
video10_72_person14,18,0.39215686274509803,0.7313776131322518,0.6352357649140887,1,Disengage,10,1,0.05555555555555555,10,0.5555555555555556,6,0.3333333333333333,1,0.05555555555555555,2,Engage,0.7220016121864319,2,Engage,0.4797747433185577,2,Engage,1.0,1,Disengage,0.6000852584838867,1,Disengage,0.6379293203353882,0,Highly Disengage,0.3964593708515167,2,Engage,0.8497603535652161,2,Engage,0.7912770509719849,2,Engage,0.4849510788917541,1,Disengage,0.5566648244857788,3,Highly Engage,0.4322697520256042,1,Disengage,0.6127058863639832,1,Disengage,0.6367211937904358,1,Disengage,0.8303660154342651,1,Disengage,0.8974088430404663,1,Disengage,0.4217997193336487,1,Disengage,0.6955051422119141,1,Disengage,0.3885636031627655
video10_72_person7,18,0.7908496732026143,0.25162916738782287,0.8738218380345238,1,Disengage,16,2,0.1111111111111111,16,0.8888888888888888,0,0.0,0,0.0,1,Disengage,0.9724149703979492,1,Disengage,0.9579251408576964,1,Disengage,1.0,1,Disengage,0.96783709526062,1,Disengage,0.9921169877052308,1,Disengage,0.9915987253189088,1,Disengage,0.8625110983848572,1,Disengage,0.9560431838035583,1,Disengage,0.7034735679626465,1,Disengage,0.8700129985809326,1,Disengage,0.8739030957221985,1,Disengage,0.842849850654602,1,Disengage,0.9436664581298828,1,Disengage,0.9593236446380616,1,Disengage,0.9995036125183104,1,Disengage,0.698590099811554,0,Highly Disengage,0.5235620141029358,0,Highly Disengage,0.6134605407714844
video10_73_person0,18,0.5490196078431373,0.5264703802813174,0.7693984707196554,0,Highly Disengage,13,13,0.7222222222222222,1,0.05555555555555555,4,0.2222222222222222,0,0.0,2,Engage,0.455429196357727,0,Highly Disengage,0.8444754481315613,1,Disengage,1.0,2,Engage,0.3695624768733978,0,Highly Disengage,0.7805650234222412,0,Highly Disengage,0.9931193590164183,0,Highly Disengage,0.3730253279209137,0,Highly Disengage,0.9201396107673644,0,Highly Disengage,0.936631679534912,2,Engage,0.7831280827522278,2,Engage,0.4263363778591156,0,Highly Disengage,0.9176582098007202,0,Highly Disengage,0.7569772005081177,0,Highly Disengage,0.9912221431732178,0,Highly Disengage,1.0,0,Highly Disengage,0.4159086644649505,0,Highly Disengage,0.934747040271759,0,Highly Disengage,0.9502466320991516
video10_73_person1,18,0.5294117647058824,0.4591479170272447,0.7669282572136985,1,Disengage,12,0,0.0,12,0.6666666666666666,6,0.3333333333333333,0,0.0,1,Disengage,0.753235936164856,1,Disengage,0.8021180033683777,1,Disengage,1.0,2,Engage,0.9612324237823486,2,Engage,0.5025696754455566,1,Disengage,0.8107447624206543,2,Engage,0.8556898832321167,2,Engage,0.7126878499984741,1,Disengage,0.5994371771812439,2,Engage,0.6175731420516968,1,Disengage,0.7845467329025269,1,Disengage,0.9078575968742372,1,Disengage,0.6879270076751709,1,Disengage,0.8635016679763794,1,Disengage,0.9804468154907228,2,Engage,0.7191510796546936,1,Disengage,0.8502449989318848,1,Disengage,0.3957438766956329
video10_73_person3,18,0.8888888888888888,0.1547717145751626,0.755213823583391,2,Engage,17,0,0.0,0,0.0,17,0.9444444444444444,1,0.05555555555555555,2,Engage,0.931693971157074,2,Engage,0.7203290462493896,2,Engage,1.0,2,Engage,0.9589640498161316,2,Engage,0.6756656765937805,2,Engage,0.6971542835235596,2,Engage,0.8483126759529114,2,Engage,0.531254231929779,2,Engage,0.4700599908828735,2,Engage,0.9304436445236206,2,Engage,0.610328197479248,2,Engage,0.5678253173828125,2,Engage,0.9608789682388306,2,Engage,0.8196436762809753,2,Engage,0.9976822137832642,2,Engage,0.9098749160766602,2,Engage,0.5149950981140137,3,Highly Engage,0.4487428665161133
video10_74_person15,18,0.49673202614379086,0.4820393824041145,0.6615473727385203,1,Disengage,11,0,0.0,11,0.6111111111111112,7,0.3888888888888889,0,0.0,2,Engage,0.6486173868179321,1,Disengage,0.7373020052909851,2,Engage,1.0,1,Disengage,0.5319390296936035,1,Disengage,0.7140032052993774,2,Engage,0.6103643178939819,2,Engage,0.6568401455879211,1,Disengage,0.8599548935890198,1,Disengage,0.4792965650558471,2,Engage,0.6236399412155151,1,Disengage,0.4189433455467224,2,Engage,0.3672545254230499,1,Disengage,0.8096681833267212,1,Disengage,0.9860408902168274,1,Disengage,0.9811331629753112,1,Disengage,0.4950485825538635,1,Disengage,0.5801184177398682,2,Engage,0.4076881110668182
video10_75_person10,18,0.6928104575163399,0.4015358636620513,0.6664784285757277,2,Engage,15,0,0.0,1,0.05555555555555555,15,0.8333333333333334,2,0.1111111111111111,2,Engage,0.7936218976974487,2,Engage,0.368000864982605,2,Engage,1.0,2,Engage,0.6929006576538086,1,Disengage,0.3628655970096588,2,Engage,0.4460715353488922,2,Engage,0.8613197207450867,2,Engage,0.5417516827583313,2,Engage,0.512940526008606,2,Engage,0.8856824040412903,3,Highly Engage,0.8059310913085938,3,Highly Engage,0.6850481629371643,2,Engage,0.7300481200218201,2,Engage,0.5337536334991455,2,Engage,0.7841578125953674,2,Engage,0.7836692929267883,2,Engage,0.7803332805633545,2,Engage,0.4285154342651367
